,GPPractice,depression,alzheimers,blood pressure,hypertension,diabeties,cardiovascular disease,insomnia,addiction,social anxiety,NumberOfPaidItems,loneliness,Date,HBT,Postcode,pcstrip
7073,60054,1637,14,1501,1515,224,963,49,0,1,18768,4402,202203,S08000032,G69 9DW,G69 9DW
7074,60054,1637,14,1501,1515,224,963,49,0,1,18768,4402,202203,S08000032,G69 9DW,G69 9DW
7075,60073,303,5,475,479,46,297,13,0,1,5574,1143,202203,S08000032,G33 6HA,G33 6HA
7076,60073,303,5,475,479,46,297,13,0,1,5574,1143,202203,S08000032,G33 6HA,G33 6HA
7077,60073,303,5,475,479,46,297,13,0,1,5574,1143,202203,S08000032,G33 6HA,G33 6HA
7078,60088,318,0,216,217,63,148,17,0,0,3673,763,202203,S08000032,G33 6EY,G33 6EY
7079,60088,318,0,216,217,63,148,17,0,0,3673,763,202203,S08000032,G33 6EY,G33 6EY
7080,60088,318,0,216,217,63,148,17,0,0,3673,763,202203,S08000032,G33 6EY,G33 6EY
7081,60092,1319,25,1170,1174,234,942,75,0,10,17637,3769,202203,S08000032,G73 2PQ,G73 2PQ
7082,60092,1319,25,1170,1174,234,942,75,0,10,17637,3769,202203,S08000032,G73 2PQ,G73 2PQ
7083,60092,1319,25,1170,1174,234,942,75,0,10,17637,3769,202203,S08000032,G73 2PQ,G73 2PQ
7084,60105,561,5,593,594,108,491,33,0,4,8444,1792,202203,S08000032,G73 2PQ,G73 2PQ
7085,60105,561,5,593,594,108,491,33,0,4,8444,1792,202203,S08000032,G73 2PQ,G73 2PQ
7086,60105,561,5,593,594,108,491,33,0,4,8444,1792,202203,S08000032,G73 2PQ,G73 2PQ
7087,60110,532,18,537,541,88,440,61,0,3,8465,1680,202203,S08000032,G73 2PQ,G73 2PQ
7088,60110,532,18,537,541,88,440,61,0,3,8465,1680,202203,S08000032,G73 2PQ,G73 2PQ
7089,60110,532,18,537,541,88,440,61,0,3,8465,1680,202203,S08000032,G73 2PQ,G73 2PQ
7090,60124,304,5,326,328,54,213,14,0,1,4670,918,202203,S08000032,G72 8HA,G72 8HA
7091,60124,304,5,326,328,54,213,14,0,1,4670,918,202203,S08000032,G72 8HA,G72 8HA
7092,60124,304,5,326,328,54,213,14,0,1,4670,918,202203,S08000032,G72 8HA,G72 8HA
7093,60139,696,7,696,701,177,526,75,0,1,9838,2182,202203,S08000032,G73 2PQ,G73 2PQ
7094,60139,696,7,696,701,177,526,75,0,1,9838,2182,202203,S08000032,G73 2PQ,G73 2PQ
7095,60139,696,7,696,701,177,526,75,0,1,9838,2182,202203,S08000032,G73 2PQ,G73 2PQ
7096,60143,1258,27,1005,1015,230,798,140,0,6,19498,3468,202203,S08000032,G72 8AT,G72 8AT
7097,60143,1258,27,1005,1015,230,798,140,0,6,19498,3468,202203,S08000032,G72 8AT,G72 8AT
7098,60143,1258,27,1005,1015,230,798,140,0,6,19498,3468,202203,S08000032,G72 8AT,G72 8AT
7099,60158,271,3,216,216,35,192,21,0,0,4391,738,202203,S08000032,G73 2LD,G73 2LD
7100,60158,271,3,216,216,35,192,21,0,0,4391,738,202203,S08000032,G73 2LD,G73 2LD
7101,60158,271,3,216,216,35,192,21,0,0,4391,738,202203,S08000032,G73 2LD,G73 2LD
7102,60162,132,2,130,132,41,93,2,0,0,1732,402,202203,S08000032,G72 7EX,G72 7EX
7103,60162,132,2,130,132,41,93,2,0,0,1732,402,202203,S08000032,G72 7EX,G72 7EX
7104,60162,132,2,130,132,41,93,2,0,0,1732,402,202203,S08000032,G72 7EX,G72 7EX
7105,60177,849,13,898,905,158,608,119,10,3,12510,2662,202203,S08000032,G72 8RW,G72 8RW
7106,60177,849,13,898,905,158,608,119,10,3,12510,2662,202203,S08000032,G72 8RW,G72 8RW
7107,60177,849,13,898,905,158,608,119,10,3,12510,2662,202203,S08000032,G72 8RW,G72 8RW
7108,60181,333,9,599,600,89,360,39,0,1,5996,1430,202203,S08000032,G73 2PQ,G73 2PQ
7109,60181,333,9,599,600,89,360,39,0,1,5996,1430,202203,S08000032,G73 2PQ,G73 2PQ
7110,60181,333,9,599,600,89,360,39,0,1,5996,1430,202203,S08000032,G73 2PQ,G73 2PQ
7111,60196,241,1,168,169,43,130,56,0,2,3577,640,202203,S08000032,G73 2PQ,G73 2PQ
7112,60196,241,1,168,169,43,130,56,0,2,3577,640,202203,S08000032,G73 2PQ,G73 2PQ
7113,60196,241,1,168,169,43,130,56,0,2,3577,640,202203,S08000032,G73 2PQ,G73 2PQ
7114,60209,478,4,467,471,93,367,25,0,4,6396,1438,202203,S08000032,G72 8HA,G72 8HA
7115,60209,478,4,467,471,93,367,25,0,4,6396,1438,202203,S08000032,G72 8HA,G72 8HA
7116,60209,478,4,467,471,93,367,25,0,4,6396,1438,202203,S08000032,G72 8HA,G72 8HA
7117,60213,1698,16,1257,1270,357,1102,209,0,19,23467,4652,202203,S08000032,ML1 1TA,ML1 1TA
7118,60213,1698,16,1257,1270,357,1102,209,0,19,23467,4652,202203,S08000032,ML1 1TA,ML1 1TA
7119,60213,1698,16,1257,1270,357,1102,209,0,19,23467,4652,202203,S08000032,ML1 1TA,ML1 1TA
7120,60228,395,19,508,512,125,364,48,0,0,6741,1463,202203,S08000032,ML5 2RY,ML5 2RY
7121,60228,395,19,508,512,125,364,48,0,0,6741,1463,202203,S08000032,ML5 2RY,ML5 2RY
7122,60228,395,19,508,512,125,364,48,0,0,6741,1463,202203,S08000032,ML5 2RY,ML5 2RY
7123,61061,1455,16,1967,1981,282,1320,77,0,19,22432,5131,202203,S08000032,ML6 6DB,ML6 6DB
7124,61061,1455,16,1967,1981,282,1320,77,0,19,22432,5131,202203,S08000032,ML6 6DB,ML6 6DB
7125,61061,1455,16,1967,1981,282,1320,77,0,19,22432,5131,202203,S08000032,ML6 6DB,ML6 6DB
7126,61131,598,9,598,603,131,342,43,0,5,7551,1726,202203,S08000032,ML6 6DB,ML6 6DB
7127,61131,598,9,598,603,131,342,43,0,5,7551,1726,202203,S08000032,ML6 6DB,ML6 6DB
7128,61131,598,9,598,603,131,342,43,0,5,7551,1726,202203,S08000032,ML6 6DB,ML6 6DB
7129,61151,838,7,715,721,137,549,24,0,2,9742,2276,202203,S08000032,ML6 6DB,ML6 6DB
7130,61151,838,7,715,721,137,549,24,0,2,9742,2276,202203,S08000032,ML6 6DB,ML6 6DB
7131,61151,838,7,715,721,137,549,24,0,2,9742,2276,202203,S08000032,ML6 6DB,ML6 6DB
7132,61170,209,13,304,306,69,208,33,0,0,4344,838,202203,S08000032,ML6 6DB,ML6 6DB
7133,61170,209,13,304,306,69,208,33,0,0,4344,838,202203,S08000032,ML6 6DB,ML6 6DB
7134,61170,209,13,304,306,69,208,33,0,0,4344,838,202203,S08000032,ML6 6DB,ML6 6DB
7135,61216,293,6,257,259,59,214,22,0,0,3604,853,202203,S08000032,ML5 4BY,ML5 4BY
7136,61216,293,6,257,259,59,214,22,0,0,3604,853,202203,S08000032,ML5 4BY,ML5 4BY
7137,61216,293,6,257,259,59,214,22,0,0,3604,853,202203,S08000032,ML5 4BY,ML5 4BY
7138,61240,985,15,910,915,183,801,93,0,7,14438,2992,202203,S08000032,ML5 3AP,ML5 3AP
7139,61240,985,15,910,915,183,801,93,0,7,14438,2992,202203,S08000032,ML5 3AP,ML5 3AP
7140,61240,985,15,910,915,183,801,93,0,7,14438,2992,202203,S08000032,ML5 3AP,ML5 3AP
7141,61305,776,8,464,470,103,346,52,0,5,8886,1755,202203,S08000032,G67 2ES,G67 2ES
7142,61305,776,8,464,470,103,346,52,0,5,8886,1755,202203,S08000032,G67 2ES,G67 2ES
7143,61305,776,8,464,470,103,346,52,0,5,8886,1755,202203,S08000032,G67 2ES,G67 2ES
7144,61324,563,7,609,614,117,432,21,0,6,8211,1754,202203,S08000032,G67 4DN,G67 4DN
7145,61324,563,7,609,614,117,432,21,0,6,8211,1754,202203,S08000032,G67 4DN,G67 4DN
7146,61324,563,7,609,614,117,432,21,0,6,8211,1754,202203,S08000032,G67 4DN,G67 4DN
7147,61339,1238,32,1248,1264,197,940,61,1,6,17499,3733,202203,S08000032,G67 1BJ,G67 1BJ
7148,61339,1238,32,1248,1264,197,940,61,1,6,17499,3733,202203,S08000032,G67 1BJ,G67 1BJ
7149,61339,1238,32,1248,1264,197,940,61,1,6,17499,3733,202203,S08000032,G67 1BJ,G67 1BJ
7150,61343,1156,24,1065,1074,130,777,63,0,3,16024,3224,202203,S08000032,G67 1BJ,G67 1BJ
7151,61343,1156,24,1065,1074,130,777,63,0,3,16024,3224,202203,S08000032,G67 1BJ,G67 1BJ
7152,61343,1156,24,1065,1074,130,777,63,0,3,16024,3224,202203,S08000032,G67 1BJ,G67 1BJ
7153,61358,1516,60,1493,1511,263,1167,60,0,12,20674,4577,202203,S08000032,G67 1BP,G67 1BP
7154,61358,1516,60,1493,1511,263,1167,60,0,12,20674,4577,202203,S08000032,G67 1BP,G67 1BP
7155,61358,1516,60,1493,1511,263,1167,60,0,12,20674,4577,202203,S08000032,G67 1BP,G67 1BP
7156,61377,676,22,492,497,88,339,43,0,7,7843,1665,202203,S08000032,G67 3BE,G67 3BE
7157,61377,676,22,492,497,88,339,43,0,7,7843,1665,202203,S08000032,G67 3BE,G67 3BE
7158,61377,676,22,492,497,88,339,43,0,7,7843,1665,202203,S08000032,G67 3BE,G67 3BE
7159,61381,440,12,389,390,78,283,78,0,2,6083,1281,202203,S08000032,G67 3BE,G67 3BE
7160,61381,440,12,389,390,78,283,78,0,2,6083,1281,202203,S08000032,G67 3BE,G67 3BE
7161,61381,440,12,389,390,78,283,78,0,2,6083,1281,202203,S08000032,G67 3BE,G67 3BE
7162,61447,2564,54,2126,2144,380,1503,290,0,38,35966,6935,202203,S08000032,ML5 3AP,ML5 3AP
7163,61447,2564,54,2126,2144,380,1503,290,0,38,35966,6935,202203,S08000032,ML5 3AP,ML5 3AP
7164,61447,2564,54,2126,2144,380,1503,290,0,38,35966,6935,202203,S08000032,ML5 3AP,ML5 3AP
7165,61451,1673,30,1301,1315,274,1092,160,0,12,20345,4544,202203,S08000032,ML5 3AP,ML5 3AP
7166,61451,1673,30,1301,1315,274,1092,160,0,12,20345,4544,202203,S08000032,ML5 3AP,ML5 3AP
7167,61451,1673,30,1301,1315,274,1092,160,0,12,20345,4544,202203,S08000032,ML5 3AP,ML5 3AP
7168,61466,836,32,799,806,184,721,143,0,3,12609,2722,202203,S08000032,ML5 3BJ,ML5 3BJ
7169,61466,836,32,799,806,184,721,143,0,3,12609,2722,202203,S08000032,ML5 3BJ,ML5 3BJ
7170,61466,836,32,799,806,184,721,143,0,3,12609,2722,202203,S08000032,ML5 3BJ,ML5 3BJ
7171,61485,605,6,589,596,124,477,36,0,10,8894,1844,202203,S08000032,ML5 3BJ,ML5 3BJ
7172,61485,605,6,589,596,124,477,36,0,10,8894,1844,202203,S08000032,ML5 3BJ,ML5 3BJ
7173,61485,605,6,589,596,124,477,36,0,10,8894,1844,202203,S08000032,ML5 3BJ,ML5 3BJ
7174,61502,1711,49,1525,1543,282,1151,131,0,7,22942,4867,202203,S08000032,G65 9JE,G65 9JE
7175,61502,1711,49,1525,1543,282,1151,131,0,7,22942,4867,202203,S08000032,G65 9JE,G65 9JE
7176,61502,1711,49,1525,1543,282,1151,131,0,7,22942,4867,202203,S08000032,G65 9JE,G65 9JE
7177,61625,2653,41,2089,2108,405,1566,288,1,53,37877,7062,202203,S08000032,ML6 6DB,ML6 6DB
7178,61625,2653,41,2089,2108,405,1566,288,1,53,37877,7062,202203,S08000032,ML6 6DB,ML6 6DB
7179,61625,2653,41,2089,2108,405,1566,288,1,53,37877,7062,202203,S08000032,ML6 6DB,ML6 6DB
7180,61644,967,30,808,814,133,613,120,0,24,13405,2677,202203,S08000032,G74 3BE,G74 3BE
7181,61644,967,30,808,814,133,613,120,0,24,13405,2677,202203,S08000032,G74 3BE,G74 3BE
7182,61644,967,30,808,814,133,613,120,0,24,13405,2677,202203,S08000032,G74 3BE,G74 3BE
7183,61659,1025,9,1059,1064,266,868,78,0,23,14113,3310,202203,S08000032,ML6 6DB,ML6 6DB
7184,61659,1025,9,1059,1064,266,868,78,0,23,14113,3310,202203,S08000032,ML6 6DB,ML6 6DB
7185,61659,1025,9,1059,1064,266,868,78,0,23,14113,3310,202203,S08000032,ML6 6DB,ML6 6DB
7186,62011,907,3,778,788,154,609,77,0,5,12439,2538,202203,S08000032,ML4 1DQ,ML4 1DQ
7187,62011,907,3,778,788,154,609,77,0,5,12439,2538,202203,S08000032,ML4 1DQ,ML4 1DQ
7188,62011,907,3,778,788,154,609,77,0,5,12439,2538,202203,S08000032,ML4 1DQ,ML4 1DQ
7189,62031,1138,4,978,989,186,714,88,0,29,14079,3119,202203,S08000032,ML4 1QD,ML4 1QD
7190,62031,1138,4,978,989,186,714,88,0,29,14079,3119,202203,S08000032,ML4 1QD,ML4 1QD
7191,62031,1138,4,978,989,186,714,88,0,29,14079,3119,202203,S08000032,ML4 1QD,ML4 1QD
7192,62045,410,2,258,260,66,212,61,0,3,4918,1011,202203,S08000032,ML1 4LT,ML1 4LT
7193,62045,410,2,258,260,66,212,61,0,3,4918,1011,202203,S08000032,ML1 4LT,ML1 4LT
7194,62045,410,2,258,260,66,212,61,0,3,4918,1011,202203,S08000032,ML1 4LT,ML1 4LT
7195,62050,919,1,693,703,179,528,11,1,3,11184,2342,202203,S08000032,ML4 1PS,ML4 1PS
7196,62050,919,1,693,703,179,528,11,1,3,11184,2342,202203,S08000032,ML4 1PS,ML4 1PS
7197,62050,919,1,693,703,179,528,11,1,3,11184,2342,202203,S08000032,ML4 1PS,ML4 1PS
7198,62115,360,2,273,273,35,234,83,0,1,4896,987,202203,S08000032,ML1 5AG,ML1 5AG
7199,62115,360,2,273,273,35,234,83,0,1,4896,987,202203,S08000032,ML1 5AG,ML1 5AG
7200,62115,360,2,273,273,35,234,83,0,1,4896,987,202203,S08000032,ML1 5AG,ML1 5AG
7201,62120,544,0,484,487,88,446,40,0,4,6531,1605,202203,S08000032,ML1 4TH,ML1 4TH
7202,62120,544,0,484,487,88,446,40,0,4,6531,1605,202203,S08000032,ML1 4TH,ML1 4TH
7203,62120,544,0,484,487,88,446,40,0,4,6531,1605,202203,S08000032,ML1 4TH,ML1 4TH
7204,62219,683,6,703,707,133,576,66,0,11,10991,2171,202203,S08000032,ML8 4BA,ML8 4BA
7205,62219,683,6,703,707,133,576,66,0,11,10991,2171,202203,S08000032,ML8 4BA,ML8 4BA
7206,62219,683,6,703,707,133,576,66,0,11,10991,2171,202203,S08000032,ML8 4BA,ML8 4BA
7207,62223,1422,8,1013,1020,238,903,69,0,9,19239,3660,202203,S08000032,ML8 4BA,ML8 4BA
7208,62223,1422,8,1013,1020,238,903,69,0,9,19239,3660,202203,S08000032,ML8 4BA,ML8 4BA
7209,62223,1422,8,1013,1020,238,903,69,0,9,19239,3660,202203,S08000032,ML8 4BA,ML8 4BA
7210,62312,620,14,851,856,104,634,80,0,8,11029,2308,202203,S08000032,ML12 6BE,ML12 6BE
7211,62312,620,14,851,856,104,634,80,0,8,11029,2308,202203,S08000032,ML12 6BE,ML12 6BE
7212,62312,620,14,851,856,104,634,80,0,8,11029,2308,202203,S08000032,ML12 6BE,ML12 6BE
7213,62346,498,13,412,415,95,345,59,0,1,6250,1425,202203,S08000032,ML11 8AJ,ML11 8AJ
7214,62346,498,13,412,415,95,345,59,0,1,6250,1425,202203,S08000032,ML11 8AJ,ML11 8AJ
7215,62346,498,13,412,415,95,345,59,0,1,6250,1425,202203,S08000032,ML11 8AJ,ML11 8AJ
7216,62510,1245,10,1089,1098,211,1120,84,0,10,16067,3768,202203,S08000032,ML11 0PX,ML11 0PX
7217,62510,1245,10,1089,1098,211,1120,84,0,10,16067,3768,202203,S08000032,ML11 0PX,ML11 0PX
7218,62510,1245,10,1089,1098,211,1120,84,0,10,16067,3768,202203,S08000032,ML11 0PX,ML11 0PX
7219,62596,792,8,874,876,147,665,44,0,8,11757,2532,202203,S08000032,ML6 8SR,ML6 8SR
7220,62596,792,8,874,876,147,665,44,0,8,11757,2532,202203,S08000032,ML6 8SR,ML6 8SR
7221,62596,792,8,874,876,147,665,44,0,8,11757,2532,202203,S08000032,ML6 8SR,ML6 8SR
7222,62609,1607,17,1211,1222,284,880,276,0,18,21389,4286,202203,S08000032,ML1 3JX,ML1 3JX
7223,62609,1607,17,1211,1222,284,880,276,0,18,21389,4286,202203,S08000032,ML1 3JX,ML1 3JX
7224,62609,1607,17,1211,1222,284,880,276,0,18,21389,4286,202203,S08000032,ML1 3JX,ML1 3JX
7225,62628,526,1,617,622,110,417,22,0,17,7299,1698,202203,S08000032,ML11 9SB,ML11 9SB
7226,62628,526,1,617,622,110,417,22,0,17,7299,1698,202203,S08000032,ML11 9SB,ML11 9SB
7227,62628,526,1,617,622,110,417,22,0,17,7299,1698,202203,S08000032,ML11 9SB,ML11 9SB
7228,62632,1070,21,1360,1372,209,1060,91,0,21,17269,3823,202203,S08000032,ML11 0DB,ML11 0DB
7229,62632,1070,21,1360,1372,209,1060,91,0,21,17269,3823,202203,S08000032,ML11 0DB,ML11 0DB
7230,62632,1070,21,1360,1372,209,1060,91,0,21,17269,3823,202203,S08000032,ML11 0DB,ML11 0DB
7231,62666,557,1,370,377,71,312,47,0,19,7291,1365,202203,S08000032,ML2 7LP,ML2 7LP
7232,62666,557,1,370,377,71,312,47,0,19,7291,1365,202203,S08000032,ML2 7LP,ML2 7LP
7233,62666,557,1,370,377,71,312,47,0,19,7291,1365,202203,S08000032,ML2 7LP,ML2 7LP
7234,62671,1229,5,933,947,181,839,161,0,20,16698,3362,202203,S08000032,ML2 7LP,ML2 7LP
7235,62671,1229,5,933,947,181,839,161,0,20,16698,3362,202203,S08000032,ML2 7LP,ML2 7LP
7236,62671,1229,5,933,947,181,839,161,0,20,16698,3362,202203,S08000032,ML2 7LP,ML2 7LP
7237,62690,423,2,289,289,41,186,20,0,0,4093,961,202203,S08000032,ML1 1TB,ML1 1TB
7238,62690,423,2,289,289,41,186,20,0,0,4093,961,202203,S08000032,ML1 1TB,ML1 1TB
7239,62690,423,2,289,289,41,186,20,0,0,4093,961,202203,S08000032,ML1 1TB,ML1 1TB
7240,62702,425,5,308,311,62,227,39,0,4,4983,1069,202203,S08000032,ML1 1TB,ML1 1TB
7241,62702,425,5,308,311,62,227,39,0,4,4983,1069,202203,S08000032,ML1 1TB,ML1 1TB
7242,62702,425,5,308,311,62,227,39,0,4,4983,1069,202203,S08000032,ML1 1TB,ML1 1TB
7243,62717,1046,8,1002,1009,196,807,55,0,11,14041,3121,202203,S08000032,ML1 2PJ,ML1 2PJ
7244,62717,1046,8,1002,1009,196,807,55,0,11,14041,3121,202203,S08000032,ML1 2PJ,ML1 2PJ
7245,62717,1046,8,1002,1009,196,807,55,0,11,14041,3121,202203,S08000032,ML1 2PJ,ML1 2PJ
7246,62736,533,11,376,382,78,347,50,0,1,7783,1401,202203,S08000032,ML1 1TB,ML1 1TB
7247,62736,533,11,376,382,78,347,50,0,1,7783,1401,202203,S08000032,ML1 1TB,ML1 1TB
7248,62736,533,11,376,382,78,347,50,0,1,7783,1401,202203,S08000032,ML1 1TB,ML1 1TB
7249,62844,502,2,503,509,68,384,79,0,6,7541,1544,202203,S08000032,ML7 5QE,ML7 5QE
7250,62844,502,2,503,509,68,384,79,0,6,7541,1544,202203,S08000032,ML7 5QE,ML7 5QE
7251,62844,502,2,503,509,68,384,79,0,6,7541,1544,202203,S08000032,ML7 5QE,ML7 5QE
7252,62897,239,0,297,299,84,275,9,0,1,4407,906,202203,S08000032,ML7 5DS,ML7 5DS
7253,62897,239,0,297,299,84,275,9,0,1,4407,906,202203,S08000032,ML7 5DS,ML7 5DS
7254,62897,239,0,297,299,84,275,9,0,1,4407,906,202203,S08000032,ML7 5DS,ML7 5DS
7255,62914,701,5,450,452,90,382,63,0,6,9316,1693,202203,S08000032,ML2 7LP,ML2 7LP
7256,62914,701,5,450,452,90,382,63,0,6,9316,1693,202203,S08000032,ML2 7LP,ML2 7LP
7257,62914,701,5,450,452,90,382,63,0,6,9316,1693,202203,S08000032,ML2 7LP,ML2 7LP
7258,62933,1730,23,1531,1545,318,1138,108,1,7,22577,4863,202203,S08000032,ML2 7LP,ML2 7LP
7259,62933,1730,23,1531,1545,318,1138,108,1,7,22577,4863,202203,S08000032,ML2 7LP,ML2 7LP
7260,62933,1730,23,1531,1545,318,1138,108,1,7,22577,4863,202203,S08000032,ML2 7LP,ML2 7LP
7261,62967,968,15,754,765,127,687,91,0,8,13348,2653,202203,S08000032,ML2 7LP,ML2 7LP
7262,62967,968,15,754,765,127,687,91,0,8,13348,2653,202203,S08000032,ML2 7LP,ML2 7LP
7263,62967,968,15,754,765,127,687,91,0,8,13348,2653,202203,S08000032,ML2 7LP,ML2 7LP
7264,62986,1145,4,1076,1089,177,840,113,0,2,16485,3368,202203,S08000032,ML7 4DS,ML7 4DS
7265,62986,1145,4,1076,1089,177,840,113,0,2,16485,3368,202203,S08000032,ML7 5DS,ML7 5DS
7266,62986,1145,4,1076,1089,177,840,113,0,2,16485,3368,202203,S08000032,ML7 5DS,ML7 5DS
7267,62991,478,4,329,337,70,268,38,0,3,6082,1195,202203,S08000032,ML7 4AR,ML7 4AR
7268,62991,478,4,329,337,70,268,38,0,3,6082,1195,202203,S08000032,ML7 4AR,ML7 4AR
7269,62991,478,4,329,337,70,268,38,0,3,6082,1195,202203,S08000032,ML7 4AR,ML7 4AR
7270,63033,1074,33,795,804,129,674,65,0,9,14285,2779,202203,S08000032,G72 0BS,G72 0BS
7271,63033,1074,33,795,804,129,674,65,0,9,14285,2779,202203,S08000032,G72 0BS,G72 0BS
7272,63033,1074,33,795,804,129,674,65,0,9,14285,2779,202203,S08000032,G72 0BS,G72 0BS
7273,63052,850,25,660,662,161,584,202,0,21,12279,2484,202203,S08000032,G72 0BS,G72 0BS
7274,63052,850,25,660,662,161,584,202,0,21,12279,2484,202203,S08000032,G72 0BS,G72 0BS
7275,63052,850,25,660,662,161,584,202,0,21,12279,2484,202203,S08000032,G72 0BS,G72 0BS
7276,63118,1334,18,1228,1232,197,916,186,0,17,18698,3883,202203,S08000032,G71 8ET,G71 8ET
7277,63118,1334,18,1228,1232,197,916,186,0,17,18698,3883,202203,S08000032,G71 8ET,G71 8ET
7278,63118,1334,18,1228,1232,197,916,186,0,17,18698,3883,202203,S08000032,G71 8ET,G71 8ET
7279,63231,951,18,941,947,142,731,104,0,14,14219,2893,202203,S08000032,G74 1AD,G74 1AD
7280,63231,951,18,941,947,142,731,104,0,14,14219,2893,202203,S08000032,G74 1AD,G74 1AD
7281,63231,951,18,941,947,142,731,104,0,14,14219,2893,202203,S08000032,G74 1AD,G74 1AD
7282,63245,711,19,747,754,95,608,36,0,2,11034,2223,202203,S08000032,G74 1AD,G74 1AD
7283,63245,711,19,747,754,95,608,36,0,2,11034,2223,202203,S08000032,G74 1AD,G74 1AD
7284,63245,711,19,747,754,95,608,36,0,2,11034,2223,202203,S08000032,G74 1AD,G74 1AD
7285,63250,792,10,863,866,138,587,58,0,4,11115,2451,202203,S08000032,G74 1AD,G74 1AD
7286,63250,792,10,863,866,138,587,58,0,4,11115,2451,202203,S08000032,G74 1AD,G74 1AD
7287,63250,792,10,863,866,138,587,58,0,4,11115,2451,202203,S08000032,G74 1AD,G74 1AD
7288,63264,707,19,729,733,108,487,44,0,1,9816,2098,202203,S08000032,G74 1AD,G74 1AD
7289,63264,707,19,729,733,108,487,44,0,1,9816,2098,202203,S08000032,G74 1AD,G74 1AD
7290,63264,707,19,729,733,108,487,44,0,1,9816,2098,202203,S08000032,G74 1AD,G74 1AD
7291,63283,549,9,611,613,98,522,45,0,4,8074,1836,202203,S08000032,G74 1AD,G74 1AD
7292,63283,549,9,611,613,98,522,45,0,4,8074,1836,202203,S08000032,G74 1AD,G74 1AD
7293,63283,549,9,611,613,98,522,45,0,4,8074,1836,202203,S08000032,G74 1AD,G74 1AD
7294,63298,568,18,710,710,82,462,63,0,8,8335,1903,202203,S08000032,G74 1AD,G74 1AD
7295,63298,568,18,710,710,82,462,63,0,8,8335,1903,202203,S08000032,G74 1AD,G74 1AD
7296,63298,568,18,710,710,82,462,63,0,8,8335,1903,202203,S08000032,G74 1AD,G74 1AD
7297,63301,1725,31,1373,1382,241,1036,103,0,13,20810,4518,202203,S08000032,G75 0RT,G75 0RT
7298,63301,1725,31,1373,1382,241,1036,103,0,13,20810,4518,202203,S08000032,G75 0RT,G75 0RT
7299,63301,1725,31,1373,1382,241,1036,103,0,13,20810,4518,202203,S08000032,G75 0RT,G75 0RT
7300,63334,855,5,616,616,127,478,114,0,3,9643,2195,202203,S08000032,G72 0BS,G72 0BS
7301,63334,855,5,616,616,127,478,114,0,3,9643,2195,202203,S08000032,G72 0BS,G72 0BS
7302,63334,855,5,616,616,127,478,114,0,3,9643,2195,202203,S08000032,G72 0BS,G72 0BS
7303,63419,936,11,793,800,131,610,101,0,11,13657,2589,202203,S08000032,ML3 0NQ,ML3 0NQ
7304,63419,936,11,793,800,131,610,101,0,11,13657,2589,202203,S08000032,ML3 0NQ,ML3 0NQ
7305,63419,936,11,793,800,131,610,101,0,11,13657,2589,202203,S08000032,ML3 0NQ,ML3 0NQ
7306,63423,710,24,734,743,132,537,94,0,3,10587,2240,202203,S08000032,ML3 7JY,ML3 7JY
7307,63423,710,24,734,743,132,537,94,0,3,10587,2240,202203,S08000032,ML3 7JY,ML3 7JY
7308,63423,710,24,734,743,132,537,94,0,3,10587,2240,202203,S08000032,ML3 7JY,ML3 7JY
7309,63438,1315,20,1010,1020,199,791,110,0,45,17262,3455,202203,S08000032,ML3 9TZ,ML3 9TZ
7310,63438,1315,20,1010,1020,199,791,110,0,45,17262,3455,202203,S08000032,ML3 9TZ,ML3 9TZ
7311,63438,1315,20,1010,1020,199,791,110,0,45,17262,3455,202203,S08000032,ML3 9TZ,ML3 9TZ
7312,63442,1015,41,955,958,178,768,157,0,16,13785,3117,202203,S08000032,ML3 7EN,ML3 7EN
7313,63442,1015,41,955,958,178,768,157,0,16,13785,3117,202203,S08000032,ML3 7EN,ML3 7EN
7314,63442,1015,41,955,958,178,768,157,0,16,13785,3117,202203,S08000032,ML3 7EN,ML3 7EN
7315,63457,803,18,699,703,133,559,106,0,26,11527,2322,202203,S08000032,ML3 0DR,ML3 0DR
7316,63457,803,18,699,703,133,559,106,0,26,11527,2322,202203,S08000032,ML3 0DR,ML3 0DR
7317,63457,803,18,699,703,133,559,106,0,26,11527,2322,202203,S08000032,ML3 0DR,ML3 0DR
7318,63461,1116,6,887,894,176,630,95,0,40,14866,2917,202203,S08000032,ML3 9AQ,ML3 9AQ
7319,63461,1116,6,887,894,176,630,95,0,40,14866,2917,202203,S08000032,ML3 9AQ,ML3 9AQ
7320,63461,1116,6,887,894,176,630,95,0,40,14866,2917,202203,S08000032,ML3 9AQ,ML3 9AQ
7321,63476,688,7,720,727,147,536,47,0,1,10149,2152,202203,S08000032,ML3 7QQ,ML3 7QQ
7322,63476,688,7,720,727,147,536,47,0,1,10149,2152,202203,S08000032,ML3 7QQ,ML3 7QQ
7323,63476,688,7,720,727,147,536,47,0,1,10149,2152,202203,S08000032,ML3 7QQ,ML3 7QQ
7324,63481,773,30,687,691,134,651,128,0,16,11470,2407,202203,S08000032,ML3 8AA,ML3 8AA
7325,63481,773,30,687,691,134,651,128,0,16,11470,2407,202203,S08000032,ML3 8AA,ML3 8AA
7326,63481,773,30,687,691,134,651,128,0,16,11470,2407,202203,S08000032,ML3 8AA,ML3 8AA
7327,63508,700,22,687,695,99,505,41,0,26,10466,2062,202203,S08000032,G74 3BE,G74 3BE
