,postcode,loneliness_zscore,ranked,deciles
659,PA33DB,-2.3456747892321896,122.0,1
660,PA344HE,-1.7574254154373818,190.0,2
661,PA344TL,4.663089834351929,695.0,9
662,PA34AD,-1.9023979478656505,177.0,2
663,PA371PH,4.437200876507587,690.0,9
664,PA384DE,5.66977005389978,709.0,9
665,PA427DR,3.4995986042782445,666.0,9
666,PA437JD,6.8922854383756516,722.0,9
667,PA487UD,5.248788217183206,705.0,9
668,PA48RU,-1.2624013311278155,242.0,3
669,PA58EY,-3.427421737060742,49.0,0
670,PA58PZ,-1.2747638368044387,239.0,3
671,PA58SL,-0.8825056609589612,289.0,3
672,PA58SU,-2.9910051530674973,79.0,1
673,PA607XG,-3.537499505533567,43.0,0
674,PA617YW,6.901813487910406,723.0,9
675,PA67AR,0.04026037014592021,420.0,5
676,PA756PN,6.187849535979717,717.0,9
677,PA75AW,-0.42925013280546365,348.0,4
678,PA776UN,4.10126719622727,684.0,9
679,PA786SY,2.0993327964181328,605.0,8
680,PA805XT,3.6660994710689954,673.0,9
681,PA86BS,2.563493660073719,631.0,8
682,PA87AF,0.8371611175540763,512.0,6
683,PA87JQ,-2.3891044712895906,118.0,1
684,PH106BT,1.730475873515892,589.0,7
685,PH106EF,0.3489296257832728,459.0,6
686,PH118EQ,-0.8757656315722611,291.0,3
687,PH11NU,1.2413343636319434,551.0,7
688,PH11PP,-0.5675336679708343,328.0,4
689,PH139DD,0.28148097924580806,447.0,6
690,PH14NN,1.408455049862669,563.0,7
691,PH152BL,3.018130607977134,648.0,8
692,PH15PD,1.5315132839999277,572.0,7
693,PH165FG,0.7460470380968346,500.0,6
694,PH201AH,0.3224344516546406,452.0,6
695,PH20JB,-0.680838531343542,315.0,4
696,PH211ET,1.710782036915862,586.0,7
697,PH221SY,0.15036921683889443,430.0,5
698,PH263HR,1.1997201065150414,548.0,7
699,PH27TD,5.138288963427871,704.0,9
700,PH28HH,-0.6172748611793246,322.0,4
701,PH31JH,2.605013432068893,636.0,8
702,PH324DR,3.258170893592543,657.0,8
703,PH337AQ,-1.7863180802485634,189.0,2
704,PH364JU,5.834056779190941,710.0,9
705,PH414RN,5.868974632787853,711.0,9
706,PH424RL,10.389578867683177,735.0,9
707,PH494JB,6.360343386416827,719.0,9
708,PH504QU,4.747973147621799,696.0,9
709,PH62LW,2.3363771701615645,620.0,8
710,PH73SA,-0.10470656822066446,394.0,5
711,PH80AD,-1.3319538038027985,234.0,3
712,TD106XJ,3.922437543515132,679.0,9
713,TD113EL,0.6980625705114044,493.0,6
714,TD113XP,2.2557099374024214,616.0,8
715,TD11PF,5.040245449933507,703.0,9
716,TD124LQ,2.572983550559939,632.0,8
717,TD12SQ,4.783145592115511,698.0,9
718,TD12UA,-0.619359630556841,321.0,4
719,TD145DD,4.0251875527699505,682.0,9
720,TD46DW,4.6097318142322665,694.0,9
721,TD57LF,1.124453490674017,538.0,7
722,TD60PP,0.7699173135604853,502.0,6
723,TD74LJ,4.207853549486341,688.0,9
724,TD86EN,4.020721546354244,681.0,9
725,TD90RU,1.4964662801431121,568.0,7
726,TD99DT,1.7108704266547086,587.0,7
727,TD99HU,2.2223507011104324,614.0,8
728,ZE10RB,2.9862210425359668,647.0,8
729,ZE10TN,0.6990273549238832,494.0,6
730,ZE29AE,8.346595285341582,734.0,9
731,ZE29BX,8.011033727149961,732.0,9
732,ZE29DY,7.434884397898461,726.0,9
733,ZE29HX,3.9835025866884743,680.0,9
734,ZE29NA,5.887274825130414,712.0,9
735,ZE29QJ,6.934757050282746,724.0,9
736,ZE29RW,1.3830957754954654,562.0,7
