postcode,loneliness_zscore,ranked,deciles
IV23PF,-8.036742056883146,2.0,0
IV243EP,4.884721314991083,692.0,9
IV24AG,0.39050784670945904,460.0,6
IV24TP,-1.9107149516690511,166.0,2
IV24XA,0.06291131421827245,417.0,5
IV253LS,5.146561667804464,697.0,9
IV262XL,-2.1610431153581318,140.0,1
IV26YB,3.600476061903142,663.0,9
IV274DD,7.215436058546441,720.0,9
IV274JZ,0.4501317807988845,467.0,6
IV274RP,4.480071814230397,683.0,9
IV274XB,4.661207779147512,685.0,9
IV27LL,-2.2938478975160397,131.0,1
IV301AT,0.36603879636159337,453.0,6
IV306GQ,-2.133648153278533,145.0,1
IV316TU,-0.9087200420023596,288.0,3
IV327EP,4.75522213289176,686.0,9
IV35PW,-2.90554440757239,84.0,1
IV361JG,0.2986859590809763,446.0,6
IV38HH,-1.4889275537389588,214.0,2
IV38PB,-3.0367307164243775,77.0,1
IV408AE,-2.131727852788598,146.0,1
IV408JD,3.4766462213814315,658.0,8
IV478ST,2.757968773302877,632.0,8
IV47DJ,-2.0387607990279446,154.0,2
IV47EA,-0.3371310034154865,365.0,4
IV499AA,3.465963650236,657.0,8
IV519BZ,-2.618186671090353,108.0,1
IV548LS,-1.4542197078840529,221.0,3
IV548YD,1.304242225667176,551.0,7
IV558GU,-3.1831835162541595,71.0,0
IV636UL,-2.715034754437143,97.0,1
IV88NG,-2.12149129788442,147.0,1
KA106BQ,-0.22337666984598492,383.0,5
KA106QR,-0.3781533549438094,359.0,4
KA111JU,-1.6307198797898224,194.0,2
KA11RU,4.344037094428166,681.0,9
KA120AY,-1.3625815539322137,232.0,3
KA128TJ,-0.45400578967678784,348.0,4
KA129DY,-3.218498380042804,66.0,0
KA12BD,-1.4657807042006092,218.0,2
KA12DJ,1.642444658430077,577.0,7
KA12DL,-0.004421839031233027,408.0,5
KA136BL,-0.4240285024519996,353.0,4
KA136EH,-0.80448215525937,305.0,4
KA152AE,0.3599002628958791,451.0,6
KA170HD,-2.3546328462759476,125.0,1
KA181BF,-2.1912099480043805,139.0,1
KA182AY,-1.6450598017500135,192.0,2
KA184BA,-3.2865313857167697,62.0,0
KA197BY,0.84226618191098,506.0,6
KA203AB,-1.5436799670856927,204.0,2
KA20LE,0.6673629810995733,491.0,6
KA215LX,-0.6434505727393415,320.0,4
KA227DX,-1.0250988931896778,278.0,3
KA228BS,-0.9918455719106498,280.0,3
KA244AF,1.8512026425215533,594.0,8
KA256HS,-4.129235500351992,26.0,0
KA260NB,0.4199406694717238,463.0,6
KA269HQ,-1.0809953958186789,269.0,3
KA269SH,0.28285263115572135,445.0,6
KA278NS,3.5179608551988966,661.0,9
KA280DE,-1.7270148641382432,186.0,2
KA29HF,4.051738838448425,675.0,9
KA308LH,-1.0363957708209879,276.0,3
KA35BP,-1.7752088668709154,180.0,2
KA37AE,1.714212936032148,581.0,7
KA48HW,0.5129600125920706,473.0,6
KA56RU,-1.7280394541111315,185.0,2
KA66AB,-9.422839906429159,1.0,0
KA67AY,-3.3726666688737543,59.0,0
KA67LX,-2.9705665404051107,80.0,1
KA67QL,-0.021212877509449335,405.0,5
KA71BJ,-1.2922225372567835,241.0,3
KA71UL,-0.8749173074215097,295.0,4
KA71UQ,-4.300528555902626,21.0,0
KA72AQ,-1.6078159919262736,197.0,2
KA72DF,-0.19715754678148517,386.0,5
KA73PR,-5.48289491365675,7.0,0
KA88DD,-2.837273413933237,86.0,1
KA91AQ,-1.551928271523427,203.0,2
KA91AW,-1.7724450586869764,181.0,2
KW106TH,-4.409428726255176,17.0,0
KW147AR,4.925750808594051,693.0,9
KW147DH,5.003081833176833,695.0,9
KW147SA,4.188974461525874,678.0,9
KW148TY,7.4407969718516584,722.0,9
KW151NZ,1.062709310148926,531.0,7
KW15EL,-1.0481208974231475,274.0,3
KW163AD,-3.0571711221186395,75.0,1
KW172HH,6.3575918337558,713.0,9
KW172PU,1.0286572939086098,524.0,7
KW172SN,4.34621150868814,682.0,9
KW36BQ,6.241915989580974,712.0,9
KW66EZ,2.623524719839586,628.0,8
KW96QJ,-2.6928237935888095,102.0,1
KY102LG,0.14596768147823364,427.0,5
KY103FF,-1.3851674153398903,229.0,3
KY111NU,-1.7965186181056356,176.0,2
KY112SE,-1.1227468030201562,261.0,3
KY112ZL,0.631994336118689,486.0,6
KY113BA,2.7331643327713695,631.0,8
KY113ED,-0.10548035043790399,397.0,5
KY114JW,-1.0303704983572064,277.0,3
KY114LT,-1.7588852704601174,182.0,2
KY114TF,-2.42233968381716,122.0,1
KY11ER,1.5454954679524353,571.0,7
KY11PH,-2.491455567956615,118.0,1
KY120AE,-1.6182555671884384,195.0,2
KY120BL,-0.49455608450429395,341.0,4
KY128SJ,2.6205843027609714,627.0,8
KY129QH,-2.34159789903135,127.0,1
KY12NA,-1.153682988864375,257.0,3
KY12PG,-4.289959552445304,22.0,0
KY138FP,2.1413060834453694,612.0,8
KY146DA,-0.40875006311997364,355.0,4
KY147AW,-1.302736653490673,240.0,3
KY154JN,-0.5789620427686751,332.0,4
KY157JS,0.5132109001613442,474.0,6
KY160DZ,0.6629521070081161,490.0,6
KY168AR,-0.8969115558505529,292.0,3
KY25RB,-0.7852238074520981,306.0,4
