dz11_code,loneliness_zscore,rank,deciles
S01009629,-2.6202657150526636,58.0,1
S01009630,-2.813871373953983,46.0,1
S01009631,-3.094027754228301,31.0,1
S01009632,-3.0214860039171443,35.0,1
S01009633,-3.024137025853091,34.0,1
S01009634,-2.594569529628287,60.0,1
S01009635,-3.327638659664397,25.0,1
S01009636,-3.729334804836405,13.0,1
S01009637,-3.417930409585304,21.0,1
S01009638,-4.383779816299357,11.0,1
S01009639,-6.95012501030039,6.0,1
S01009640,-8.434227319780057,4.0,1
S01009641,-8.53929736287087,3.0,1
S01009642,-7.796635795880949,5.0,1
S01009643,-3.040656093116409,33.0,1
S01009644,-4.234193946987135,12.0,1
S01009645,-8.93591083955921,2.0,1
S01009646,-6.483601582931367,9.0,1
S01009647,-12.615865152575147,1.0,1
S01009648,-6.627647314153838,8.0,1
S01009649,-5.731958687755791,10.0,1
S01009650,-6.7438885621552584,7.0,1
S01009651,-2.727475484599709,54.0,1
S01009652,-3.3336177153422355,24.0,1
S01009653,-3.0918488131744173,32.0,1
S01009654,-3.0051760805398673,36.0,1
S01009655,-2.485249099731317,73.0,1
S01009656,-2.336650088178974,99.0,1
S01009657,-2.269849528152179,119.0,1
S01009658,-2.0163529524380985,187.0,1
S01009659,-1.6160013808050175,500.0,1
S01009660,-2.1974771419629375,134.0,1
S01009661,-2.503644116167364,70.0,1
S01009662,-1.595139724573985,531.0,1
S01009663,-1.6953679690472245,414.0,1
S01009664,-1.4368241227883434,735.0,2
S01009665,-0.7761398775048438,2058.0,4
S01009666,-0.7925593193443151,2018.0,3
S01009667,-1.3814424281802187,811.0,2
S01009668,-1.4480123074305649,718.0,2
S01009669,-1.3237730242914674,901.0,2
S01009670,-1.2927018796803893,956.0,2
S01009671,-0.9750302595795746,1591.0,3
S01009672,-1.5275664448339634,617.0,1
S01009673,-1.8580547391741085,254.0,1
S01009674,-1.0537654098545004,1399.0,3
S01009675,-1.349627625189341,852.0,2
S01009676,-0.6255307870062526,2417.0,4
S01009677,-0.4373023144606508,2927.0,5
S01009678,-0.5668595890499394,2563.0,4
S01009679,-1.3320603578609909,883.0,2
S01009680,-0.8493129191468086,1890.0,3
S01009681,-1.6380244024500097,477.0,1
S01009682,-1.4574233887041514,705.0,2
S01009683,-1.434437520541186,741.0,2
S01009684,-1.3840245545851153,805.0,2
S01009685,-1.6218515308411956,492.0,1
S01009686,-1.4239707205940513,754.0,2
S01009687,-1.546471250010743,588.0,1
S01009688,-1.4560837414262462,708.0,2
S01009689,-1.4715349216184188,685.0,2
S01009690,-1.4250830298762407,751.0,2
S01009691,-1.4524759114241466,709.0,2
S01009692,-1.332336580314511,882.0,2
S01009693,-1.373076749989421,826.0,2
S01009694,-1.4517628303921803,711.0,2
S01009695,-1.7166515135344864,393.0,1
S01009696,-1.93255094696226,216.0,1
S01009697,-0.9750075359152466,1592.0,3
S01009698,-1.36464697842478,831.0,2
S01009699,-1.4989472090431701,651.0,1
S01009700,-1.6692027628399062,443.0,1
S01009701,-1.6713745508348121,442.0,1
S01009702,-1.4263922056690317,750.0,2
S01009703,-0.49728509416473343,2760.0,5
S01009704,-0.4521149210236657,2880.0,5
S01009705,-1.0337797793193013,1443.0,3
S01009706,-1.0457331080953696,1419.0,3
S01009707,-0.10746884616847283,3894.0,6
S01009708,-0.0017268587000609052,4146.0,7
S01009709,-0.43346863466576674,2934.0,5
S01009710,-0.00039219524861177496,4151.0,7
S01009711,-0.09555335379152653,3917.0,6
S01009712,-0.5741907594012571,2548.0,4
S01009713,-0.8945615900913169,1782.0,3
S01009714,-0.8629283639514393,1867.0,3
S01009715,-1.0344813204972798,1442.0,3
S01009716,-0.07570208684045007,3958.0,6
S01009717,-0.13134344433036937,3821.0,6
S01009718,-0.029878072566123924,4074.0,6
S01009719,-0.0008194551967626966,4147.0,7
S01009720,0.08194546594430997,4319.0,7
S01009721,,,
S01009722,-0.11200503461701601,3882.0,6
S01009723,-0.1310499240435346,3822.0,6
S01009724,-0.06651240738972893,3985.0,6
S01009725,-0.0326640331839529,4068.0,6
S01009726,-0.12618926700828,3840.0,6
S01009727,-0.8816280528828537,1825.0,3
S01009728,-0.41587381059105333,2986.0,5
S01009729,-0.19353089177003677,3616.0,6
S01009730,-0.1792705732656983,3668.0,6
S01009731,0.06325522271659659,4282.0,7
S01009732,-0.02650144434531972,4083.0,7
S01009733,-0.4850936760304392,2792.0,5
S01009734,-0.5617636472154652,2578.0,4
S01009735,-0.0605325144406672,4001.0,6
S01009736,-0.10207861517499195,3905.0,6
S01009737,-0.3413680542110882,3214.0,5
S01009738,-0.3602293890317902,3153.0,5
S01009739,-0.21202597739563375,3570.0,6
S01009740,-0.33646173829395115,3231.0,5
S01009741,-0.30039590208880657,3329.0,5
S01009742,-0.1858395655705777,3646.0,6
S01009743,-0.2621935278001372,3425.0,6
S01009744,-0.3551721317108778,3168.0,5
S01009745,-0.5182837987525744,2703.0,4
S01009746,-0.39338859116111813,3050.0,5
S01009747,-0.030722521625495783,4073.0,6
S01009748,-0.04273502370495172,4038.0,6
S01009749,-0.05526802568488338,4011.0,6
S01009750,-0.07339087805836211,3966.0,6
S01009751,-0.07096048176577147,3974.0,6
S01009752,-0.2749831754189057,3389.0,5
S01009753,-0.36356762635008,3144.0,5
S01009754,-0.4269686002430319,2955.0,5
S01009755,-0.25691713257073995,3449.0,6
S01009756,-0.2565612787864343,3450.0,6
S01009757,-0.28278421388046693,3374.0,5
S01009758,-1.2509019622170905,1025.0,2
S01009759,0.04161129409126756,4239.0,7
S01009760,-1.1564548423581906,1206.0,2
S01009761,-1.2088340472576038,1105.0,2
S01009762,-0.6994185706037469,2249.0,4
S01009763,-1.2536023011322985,1021.0,2
S01009764,-1.1783157264508897,1167.0,2
S01009765,-0.7777542155915516,2053.0,4
S01009766,-1.402740518815614,779.0,2
S01009767,-1.238094083842024,1047.0,2
S01009768,-1.5526934876834695,582.0,1
S01009769,-1.4187998362842347,764.0,2
S01009770,-1.3246256724880336,900.0,2
S01009771,-1.3251024468004309,898.0,2
S01009772,-1.3204989605423205,905.0,2
S01009773,-1.3805999873131793,812.0,2
S01009774,-1.3050927422731065,943.0,2
S01009775,-1.5909043910323262,537.0,1
S01009776,-1.39608778239314,791.0,2
S01009777,-1.5539143641329956,579.0,1
S01009778,-1.6083409420834007,514.0,1
S01009779,-1.5581111842178805,574.0,1
S01009780,,,
S01009781,-1.5583083132087225,573.0,1
S01009782,-1.3745848650505277,821.0,2
S01009783,-1.4238724890298526,755.0,2
S01009784,-1.7762263055779794,326.0,1
S01009785,-1.7428373624698663,367.0,1
S01009786,-2.0574184194968006,173.0,1
S01009787,-1.9715543130639384,204.0,1
S01009788,-1.75551204168756,349.0,1
S01009789,-1.8317338536911698,274.0,1
S01009790,-1.8266674601976893,279.0,1
S01009791,-2.0535627635806697,175.0,1
S01009792,-2.534553998036197,65.0,1
S01009793,-1.680036867088563,434.0,1
S01009794,-3.154785431786231,29.0,1
S01009795,-2.533253078497957,66.0,1
S01009796,-2.263066804882296,123.0,1
S01009797,-1.8526628470425948,260.0,1
S01009798,-2.138958129559253,150.0,1
S01009799,-1.6451588440163825,468.0,1
S01009800,-1.876999592764691,245.0,1
S01009801,-1.7112538504830788,398.0,1
S01009802,-1.687179934204794,424.0,1
S01009803,-2.331202605404166,101.0,1
S01009804,-1.8388043148471716,270.0,1
S01009805,-2.6139410053134675,59.0,1
S01009806,-1.739830910533977,371.0,1
S01009807,-1.6499404126603006,461.0,1
S01009808,-1.772366631793683,331.0,1
S01009809,-1.709821314504741,401.0,1
S01009810,,,
S01009811,-1.3299156051961678,889.0,2
S01009812,-1.210874548802142,1101.0,2
S01009813,-2.094641096704542,164.0,1
S01009814,-1.543424760849687,592.0,1
S01009815,-1.6279707494406048,485.0,1
S01009816,,,
S01009817,-1.6396477862574546,476.0,1
S01009818,-1.270244612132794,993.0,2
S01009819,-1.36440197880277,832.0,2
S01009820,-1.4319444244856496,743.0,2
S01009821,-1.2252319332585242,1074.0,2
S01009822,-0.9060589289989571,1756.0,3
S01009823,-0.90092898808788,1767.0,3
S01009824,-0.9882588608453162,1555.0,3
S01009825,-1.0261421468168874,1459.0,3
S01009826,-1.0750258345580723,1354.0,2
S01009827,-1.0816924575511166,1338.0,2
S01009828,,,
S01009829,-0.827964786161981,1931.0,3
S01009830,-1.0360818139748733,1435.0,3
S01009831,-1.09451746916986,1317.0,2
S01009832,-1.1231723310687682,1259.0,2
S01009833,-0.5636179574591429,2575.0,4
S01009834,-1.1198478839678583,1266.0,2
S01009835,-0.8192006298427614,1948.0,3
S01009836,-0.8923898268907416,1792.0,3
S01009837,-0.8430411870514058,1896.0,3
S01009838,-0.8692061160445318,1845.0,3
S01009839,-1.2324782660652638,1058.0,2
S01009840,-0.9360867385287724,1688.0,3
S01009841,-0.7340152313893973,2169.0,4
S01009842,-0.7145607198932412,2224.0,4
S01009843,-0.706433635872316,2237.0,4
S01009844,-0.4475214272122528,2896.0,5
S01009845,,,
S01009846,-0.9570710979848003,1635.0,3
S01009847,-0.5050894221194351,2740.0,5
S01009848,-0.92581774861006,1710.0,3
S01009849,-1.109413541353578,1286.0,2
S01009850,-1.7236468248685382,387.0,1
S01009851,-1.3715352456627843,827.0,2
S01009852,-1.3372562129390029,870.0,2
S01009853,-1.5898284068416593,542.0,1
S01009854,-1.6745284664873705,439.0,1
S01009855,-1.628021601554905,484.0,1
S01009856,-1.8143125428229834,295.0,1
S01009857,-1.5898851205869156,541.0,1
S01009858,-1.7587487630910266,344.0,1
S01009859,-0.36105340125939595,3151.0,5
S01009860,-0.35942070556885364,3156.0,5
S01009861,-0.5086067480292497,2727.0,5
S01009862,-0.6258227997172355,2416.0,4
S01009863,-0.8374892898733121,1913.0,3
S01009864,-0.54264701489971,2629.0,4
S01009865,-0.4476920074383304,2895.0,5
S01009866,-0.8138158792694661,1963.0,3
S01009867,-0.8987403010236289,1772.0,3
S01009868,-0.8174251862006915,1951.0,3
S01009869,-0.8432892732116585,1895.0,3
S01009870,-0.7942913859822377,2012.0,3
S01009871,-0.8196213694209435,1947.0,3
S01009872,-0.8882422950468373,1804.0,3
S01009873,-0.8926223452583409,1791.0,3
S01009874,-1.1849206419570364,1148.0,2
S01009875,-0.614793221639533,2433.0,4
S01009876,-0.50332393184763,2746.0,5
S01009877,-1.014392939519055,1489.0,3
S01009878,,,
S01009879,-1.2105808752724612,1102.0,2
S01009880,-1.0508869278378938,1411.0,3
S01009881,-1.2095015961185183,1104.0,2
S01009882,-1.5977527320333555,528.0,1
S01009883,-1.1830782269283724,1154.0,2
S01009884,-1.4409195398820491,729.0,2
S01009885,,,
S01009886,-1.1553120586729284,1207.0,2
S01009887,-1.7913052906367648,314.0,1
S01009888,-1.7747144510784043,328.0,1
S01009889,-1.874127078443041,246.0,1
S01009890,-1.7778931114761947,323.0,1
S01009891,,,
S01009892,-1.8470189522867935,265.0,1
S01009893,-1.6521759677419163,460.0,1
S01009894,,,
S01009895,,,
S01009896,-1.7878529274647592,318.0,1
S01009897,-1.906928647809384,228.0,1
S01009898,-1.7368361107311021,374.0,1
S01009899,-1.7432321945156009,365.0,1
S01009900,-1.7452139144076617,362.0,1
S01009901,-1.7131146331542495,396.0,1
S01009902,-1.891065637919592,235.0,1
S01009903,-1.8073744893362236,302.0,1
S01009904,-1.7129467135181933,397.0,1
S01009905,-1.66534748498223,450.0,1
S01009906,,,
S01009907,-1.618298845868711,496.0,1
S01009908,-1.7833454675636984,321.0,1
S01009909,-1.582329207472398,548.0,1
S01009910,,,
S01009911,-1.5210657379982577,624.0,1
S01009912,-1.0975942485208137,1312.0,2
S01009913,-1.4942505166271485,657.0,1
S01009914,-1.4949501350670829,655.0,1
S01009915,-1.4887388996391178,659.0,1
S01009916,-1.8931665426633788,233.0,1
S01009917,-2.129989464146502,152.0,1
S01009918,-2.2497732667496084,127.0,1
S01009919,-1.6929585377637455,420.0,1
S01009920,-0.9936490978784602,1543.0,3
S01009921,,,
S01009922,-2.2808125667362114,118.0,1
S01009923,-1.6215743547660857,493.0,1
S01009924,-1.518221460084893,629.0,1
S01009925,,,
S01009926,,,
S01009927,-1.775342508059001,327.0,1
S01009928,-1.7421963658243211,369.0,1
S01009929,-1.6838499373501845,432.0,1
S01009930,,,
S01009931,-1.6999825673501536,409.0,1
S01009932,-1.845443072631835,267.0,1
S01009933,-1.8169887914204415,290.0,1
S01009934,-1.686951697106413,426.0,1
S01009935,-1.5304875990207818,613.0,1
S01009936,-1.9849753325335449,197.0,1
S01009937,-1.5659152325608678,566.0,1
S01009938,-1.4628847725676595,699.0,2
S01009939,-1.5077716139298687,640.0,1
S01009940,-1.211503993186829,1100.0,2
S01009941,-1.6409265265310067,474.0,1
S01009942,-1.5854699304661446,545.0,1
S01009943,-1.7166930544435106,392.0,1
S01009944,-1.542985412694768,593.0,1
S01009945,-1.520673119229255,626.0,1
S01009946,,,
S01009947,-1.4742408498501938,678.0,1
S01009948,-1.632568557537659,481.0,1
S01009949,-1.5713572181299083,561.0,1
S01009950,-1.607937044813548,516.0,1
S01009951,-1.750426160636179,357.0,1
S01009952,-1.693392687675782,418.0,1
S01009953,-1.6133166881771963,505.0,1
S01009954,-1.521029919594628,625.0,1
S01009955,-1.9522222701079983,209.0,1
S01009956,-1.8163441216596805,291.0,1
S01009957,-1.741948417572566,370.0,1
S01009958,-1.7671852222909115,335.0,1
S01009959,-1.7366441087006337,375.0,1
S01009960,-1.75665726440958,347.0,1
S01009961,-1.8489491943122174,263.0,1
S01009962,-1.8279833275741062,277.0,1
S01009963,-1.7549476145750185,351.0,1
S01009964,-1.9006421517043899,230.0,1
S01009965,-1.6930751093043952,419.0,1
S01009966,-1.5513958745524745,586.0,1
S01009967,-1.7973045731117867,308.0,1
S01009968,-1.5547519678610229,578.0,1
S01009969,-1.555963528415858,577.0,1
S01009970,-1.7717574170194488,332.0,1
S01009971,-1.6998601012177392,410.0,1
S01009972,-1.546156395814145,589.0,1
S01009973,-1.7574604386971362,346.0,1
S01009974,,,
S01009975,-1.7501830931584086,358.0,1
S01009976,,,
S01009977,-1.8220781767393717,283.0,1
S01009978,-1.434174029263776,742.0,2
S01009979,-1.5532569899950122,581.0,1
S01009980,-1.7424792566554301,368.0,1
S01009981,-1.578734777215249,553.0,1
S01009982,-1.5764821486864986,555.0,1
S01009983,-1.343627298361568,863.0,2
S01009984,-1.4365566563839625,737.0,2
S01009985,-1.363784288998186,834.0,2
S01009986,-2.101266355596788,160.0,1
S01009987,-1.8799421115581327,240.0,1
S01009988,-2.0105818748436937,191.0,1
S01009989,-1.8606295150789642,250.0,1
S01009990,-1.8648702229831553,249.0,1
S01009991,,,
S01009992,-1.811619444180814,299.0,1
S01009993,-1.7898203058754056,315.0,1
S01009994,-1.8248374705078647,281.0,1
S01009995,-1.8073825114107562,301.0,1
S01009996,-1.5802418685663149,552.0,1
S01009997,-1.696706248297409,413.0,1
S01009998,-1.8333258393572605,273.0,1
S01009999,-1.559944770627732,571.0,1
S01010000,-1.6953233688941536,415.0,1
S01010001,-1.5383678146666928,597.0,1
S01010002,-1.8257841149579668,280.0,1
S01010003,-1.7443911294267918,363.0,1
S01010004,,,
S01010005,-1.8935637951764033,232.0,1
S01010006,-1.9371298224455464,214.0,1
S01010007,-1.9203056538984828,223.0,1
S01010008,-1.916831324713328,225.0,1
S01010009,-1.949411085631512,210.0,1
S01010010,-1.7894209811834738,316.0,1
S01010011,-1.760886378285953,342.0,1
S01010012,-1.86616766663482,248.0,1
S01010013,-1.9416514368844056,212.0,1
S01010014,-1.8779384304046054,243.0,1
S01010015,,,
S01010016,-1.7240700565784526,386.0,1
S01010017,-1.8050393391213333,304.0,1
S01010018,-1.9733702701286977,203.0,1
S01010019,-2.060808387287169,172.0,1
S01010020,-1.8918240084564495,234.0,1
S01010021,-1.7708251867473312,333.0,1
S01010022,-1.657271200258947,457.0,1
S01010023,-1.6461356634635664,464.0,1
S01010024,-1.573924294028878,558.0,1
S01010025,-1.4436037366549823,724.0,2
S01010026,,,
S01010027,-1.4411384134906124,728.0,2
S01010028,-1.6218743987062196,491.0,1
S01010029,-1.6653854706313465,449.0,1
S01010030,-1.5284425964369635,614.0,1
S01010031,-0.8594712379755419,1868.0,3
S01010032,-1.1548964404511441,1209.0,2
S01010033,-1.746794850829655,360.0,1
S01010034,-1.4724366689104187,681.0,1
S01010035,-1.3624959462556177,836.0,2
S01010036,,,
S01010037,-0.978745269775943,1582.0,3
S01010038,-1.363296009157315,835.0,2
S01010039,-1.4607557546590513,700.0,2
S01010040,-1.6026431037156925,523.0,1
S01010041,,,
S01010042,-2.313720967634978,109.0,1
S01010043,-1.590398809602118,540.0,1
S01010044,-1.590582520138392,539.0,1
S01010045,,,
S01010046,-1.4767376155058622,674.0,1
S01010047,-1.3739808337576145,822.0,2
S01010048,-1.1427363685402816,1223.0,2
S01010049,,,
S01010050,-0.43240154486285665,2940.0,5
S01010051,-1.0327165942950716,1444.0,3
S01010052,-1.0074485294994566,1505.0,3
S01010053,-1.0514306375352944,1409.0,3
S01010054,-0.6573303714525793,2339.0,4
S01010055,-1.4718728504162308,683.0,2
S01010056,-1.3797695053288521,814.0,2
S01010057,-1.3102154518997784,929.0,2
S01010058,-1.1879256911295586,1144.0,2
S01010059,-1.3967898216755736,790.0,2
S01010060,-1.2122564137675347,1098.0,2
S01010061,-1.4832333542828497,667.0,1
S01010062,-2.3174514905269397,107.0,1
S01010063,-1.6009633588463172,525.0,1
S01010064,-1.3893349374615074,795.0,2
S01010065,-1.2229826668034576,1077.0,2
S01010066,-1.1775483925828594,1171.0,2
S01010067,-1.093079841995265,1320.0,2
S01010068,-1.0774751427405571,1351.0,2
S01010069,-1.354504854781042,847.0,2
S01010070,-1.1993797695174122,1118.0,2
S01010071,-1.0003090799683405,1528.0,3
S01010072,-1.4387570259849807,732.0,2
S01010073,-1.3361875511503853,871.0,2
S01010074,-1.2153577191678282,1092.0,2
S01010075,-0.9469289139932291,1657.0,3
S01010076,-0.9590867783356397,1630.0,3
S01010077,-1.1183389496437777,1272.0,2
S01010078,-1.1506931749269773,1213.0,2
S01010079,-1.242532559968376,1041.0,2
S01010080,-1.2654504619213465,1001.0,2
S01010081,-1.379713166045553,815.0,2
S01010082,-1.18618186421087,1145.0,2
S01010083,-1.1229193253745982,1260.0,2
S01010084,-1.2553580744541761,1016.0,2
S01010085,-1.607597410018687,519.0,1
S01010086,-1.3258343799115946,896.0,2
S01010087,-1.3356155724762988,873.0,2
S01010088,-0.6998077592419292,2248.0,4
S01010089,-1.2179257568426227,1087.0,2
S01010090,-1.0169194956463155,1481.0,3
S01010091,-0.8762464424986743,1832.0,3
S01010092,-1.3183940331289747,909.0,2
S01010093,-1.416161449468601,766.0,2
S01010094,-1.687343322623045,423.0,1
S01010095,-1.6352246376473463,480.0,1
S01010096,-1.5347487549008494,605.0,1
S01010097,-1.509983799460756,637.0,1
S01010098,-1.4245850580187416,753.0,2
S01010099,-1.7698545471472271,334.0,1
S01010100,-0.8861356440018466,1812.0,3
S01010101,-1.1897234594179664,1138.0,2
S01010102,-1.382744658305264,807.0,2
S01010103,-1.4475884019524625,719.0,2
S01010104,-1.1585559888015875,1201.0,2
S01010105,-1.1666245565311602,1188.0,2
S01010106,-1.0965534259166887,1315.0,2
S01010107,-1.1935639632006312,1128.0,2
S01010108,-1.0084562309034455,1504.0,3
S01010109,-0.915894590907591,1733.0,3
S01010110,-1.3824628883987593,808.0,2
S01010111,-1.2434314586622515,1039.0,2
S01010112,-1.479054183426476,670.0,1
S01010113,,,
S01010114,-2.0470964365971667,177.0,1
S01010115,,,
S01010116,-1.7940887555878868,310.0,1
S01010117,-1.686373237491412,427.0,1
S01010118,-1.616059467901905,499.0,1
S01010119,-1.5002163901303924,650.0,1
S01010120,-1.6927846325427582,421.0,1
S01010121,-1.5163491066815373,631.0,1
S01010122,-1.5923267719039162,535.0,1
S01010123,-1.541299566915325,595.0,1
S01010124,-1.5108524344569123,636.0,1
S01010125,-1.569805725781802,562.0,1
S01010126,-1.5343852207386968,606.0,1
S01010127,-1.5396502676468033,596.0,1
S01010128,,,
S01010129,-1.708826276027633,402.0,1
S01010130,-1.5325723469337234,610.0,1
S01010131,-1.4501020574674346,717.0,2
S01010132,-1.6985527732038959,412.0,1
S01010133,-1.6107909349684308,509.0,1
S01010134,-1.5523292960948973,584.0,1
S01010135,-1.5059769702341455,643.0,1
S01010136,-1.5134529355010438,633.0,1
S01010137,-1.3531179943899434,848.0,2
S01010138,-1.299624851463817,949.0,2
S01010139,-1.4450837506289846,722.0,2
S01010140,-1.5046737671642403,645.0,1
S01010141,-1.6079570379912556,515.0,1
S01010142,-1.6369135473881924,478.0,1
S01010143,-1.5349814227990133,602.0,1
S01010144,-1.562153133314389,569.0,1
S01010145,-1.464989411451977,694.0,2
S01010146,-1.460717873240751,701.0,2
S01010147,-1.5952876583024096,530.0,1
S01010148,-1.2656784417970282,1000.0,2
S01010149,-1.483874853632314,666.0,1
S01010150,-1.612422702976584,507.0,1
S01010151,-1.7065483739602652,405.0,1
S01010152,-1.2988575654319798,951.0,2
S01010153,-2.4485978483933466,77.0,1
S01010154,-1.537414263783586,598.0,1
S01010155,-1.9289307090940244,218.0,1
S01010156,-2.0372807771908583,178.0,1
S01010157,-1.7208058325793016,388.0,1
S01010158,-1.6986075856548881,411.0,1
S01010159,-1.5871424915450971,543.0,1
S01010160,,,
S01010161,-1.6174095563818782,497.0,1
S01010162,-1.6286582112851788,483.0,1
S01010163,-1.6945271927422545,416.0,1
S01010164,-1.5525208609473744,583.0,1
S01010165,-1.7278663383373916,382.0,1
S01010166,-1.7532974073468812,354.0,1
S01010167,-1.8186410079737279,287.0,1
S01010168,-1.8181497829024162,289.0,1
S01010169,-1.755180889373386,350.0,1
S01010170,-1.7528254509038574,355.0,1
S01010171,-1.7875808802179085,319.0,1
S01010172,,,
S01010173,-1.6184789135363673,495.0,1
S01010174,-1.8143884562552715,294.0,1
S01010175,-1.8117248654175497,298.0,1
S01010176,-1.5763444655973342,556.0,1
S01010177,-1.7585468673556708,345.0,1
S01010178,-1.8155384535502952,292.0,1
S01010179,-1.766509031090528,336.0,1
S01010180,-1.645530421888591,466.0,1
S01010181,-1.9737286811496841,202.0,1
S01010182,-1.8781485151768293,242.0,1
S01010183,-2.08719808780384,166.0,1
S01010184,-2.3060466760943825,111.0,1
S01010185,-2.0204904716397847,185.0,1
S01010186,-1.8829313666356775,239.0,1
S01010187,-1.8276824307688702,278.0,1
S01010188,-1.804285834557342,305.0,1
S01010189,-1.797602770134156,307.0,1
S01010190,-1.8050954294180814,303.0,1
S01010191,-1.8298156603676963,275.0,1
S01010192,-1.8134948125844221,296.0,1
S01010193,-1.8193583347317985,286.0,1
S01010194,-1.8229543061035667,282.0,1
S01010195,-1.7006146504021689,408.0,1
S01010196,-1.9235767643255752,220.0,1
S01010197,-2.034361955737903,179.0,1
S01010198,-1.784704173413307,320.0,1
S01010199,-1.914544937491578,226.0,1
S01010200,-1.8673386962268408,247.0,1
S01010201,-1.7976775158827016,306.0,1
S01010202,-2.00772092499937,192.0,1
S01010203,-1.7329146934222077,377.0,1
S01010204,-1.7300931028574604,380.0,1
S01010205,-1.736035699189143,376.0,1
S01010206,,,
S01010207,-1.8583500834610756,253.0,1
S01010208,-1.818326060368636,288.0,1
S01010209,-1.4710437452773628,686.0,2
S01010210,-1.5314467134358625,612.0,1
S01010211,-1.6432169390124336,470.0,1
S01010212,-1.6251540049379702,488.0,1
S01010213,-1.7102997051679858,400.0,1
S01010214,-1.2698843114828549,994.0,2
S01010215,-1.240019831371832,1045.0,2
S01010216,-1.3280642977824062,892.0,2
S01010217,-1.4404374056733715,731.0,2
S01010218,-1.626132702618653,487.0,1
S01010219,-1.5098211585432715,638.0,1
S01010220,-1.1013233977012353,1306.0,2
S01010221,-1.2924525089196561,958.0,2
S01010222,-1.6414708471659454,473.0,1
S01010223,-1.5584167385245042,572.0,1
S01010224,-1.4011187959658107,781.0,2
S01010225,-1.6844667602321692,430.0,1
S01010226,-1.5055348222114588,644.0,1
S01010227,-1.527929434388405,616.0,1
S01010228,-1.6442492722589346,469.0,1
S01010229,-1.347461798709437,856.0,2
S01010230,,,
S01010231,-1.5129441022464039,635.0,1
S01010232,-1.5012000387827893,648.0,1
S01010233,-1.3783531367418231,817.0,2
S01010234,-0.9386099859536876,1683.0,3
S01010235,-1.6247087305966401,490.0,1
S01010236,-1.4505914924184566,716.0,2
S01010237,-1.1068014703238778,1291.0,2
S01010238,-0.9847248905712164,1569.0,3
S01010239,-0.5382724874503331,2647.0,4
S01010240,,,
S01010241,-1.2540162124541727,1020.0,2
S01010242,-1.1589548578646525,1199.0,2
S01010243,,,
S01010244,-1.2131589413919137,1096.0,2
S01010245,-1.1477616483993989,1218.0,2
S01010246,-0.9735691600901891,1595.0,3
S01010247,-0.7996243708937244,1998.0,3
S01010248,-1.197975746934197,1121.0,2
S01010249,,,
S01010250,-1.2733892994714626,990.0,2
S01010251,,,
S01010252,-1.8544165251684677,255.0,1
S01010253,-1.773551040622767,329.0,1
S01010254,-1.5355978450303593,600.0,1
S01010255,-1.3583792781791395,842.0,2
S01010256,-1.150084650451746,1214.0,2
S01010257,-1.766168654094145,337.0,1
S01010258,-1.513167822273376,634.0,1
S01010259,,,
S01010260,-1.6600386368081208,454.0,1
S01010261,-1.5668797359059792,564.0,1
S01010262,-1.9824706269473293,199.0,1
S01010263,,,
S01010264,-1.3883995595387026,799.0,2
S01010265,-1.472100086442327,682.0,2
S01010266,-0.7901825597777778,2023.0,3
S01010267,-0.6520011483263127,2352.0,4
S01010268,-0.7720715455776493,2072.0,4
S01010269,,,
S01010270,-1.1458764986955372,1220.0,2
S01010271,-0.9010260124123093,1766.0,3
S01010272,-0.8097424936363414,1976.0,3
S01010273,-1.1196833697898394,1268.0,2
S01010274,-1.3164678886531345,913.0,2
S01010275,-1.0487054508031581,1417.0,3
S01010276,-0.6948709171236993,2258.0,4
S01010277,-0.49901231964181225,2755.0,5
S01010278,,,
S01010279,,,
S01010280,-0.36961488186694913,3123.0,5
S01010281,,,
S01010282,-0.14997017589882725,3760.0,6
S01010283,-0.3655413499899644,3136.0,5
S01010284,-0.26343845206978816,3420.0,6
S01010285,-0.3323516279883278,3243.0,5
S01010286,-0.35347690539829646,3176.0,5
S01010287,-0.2879504275945161,3362.0,5
S01010288,-0.19463867948590577,3613.0,6
S01010289,-0.2324247736669458,3517.0,6
S01010290,-0.22217613843315925,3541.0,6
S01010291,-0.19878414595084754,3605.0,6
S01010292,-0.07382719467888313,3963.0,6
S01010293,,,
S01010294,,,
S01010295,-0.5333412593312422,2664.0,4
S01010296,-0.6041858578116547,2473.0,4
S01010297,-1.0722107002603538,1360.0,2
S01010298,-0.39383644639373716,3044.0,5
S01010299,,,
S01010300,-0.4584066075662314,2854.0,5
S01010301,-0.7192980675898293,2210.0,4
S01010302,,,
S01010303,-0.9764668414824083,1586.0,3
S01010304,-0.6595986960590308,2333.0,4
S01010305,-0.42861804852198004,2949.0,5
S01010306,-0.7405972444709156,2145.0,4
S01010307,,,
S01010308,-0.3227928492454866,3271.0,5
S01010309,-1.00259851125579,1520.0,3
S01010310,-1.183937027458738,1151.0,2
S01010311,-1.0805608068391972,1342.0,2
S01010312,-1.024885158991826,1465.0,3
S01010313,-0.8861689772646778,1811.0,3
S01010314,-0.5325713594224105,2665.0,4
S01010315,-0.4880144911324602,2783.0,5
S01010316,-0.5163362815491787,2706.0,4
S01010317,-0.3178286987967605,3289.0,5
S01010318,-0.3466382503488907,3197.0,5
S01010319,-0.4135505743432179,2994.0,5
S01010320,,,
S01010321,-0.5202036184829528,2695.0,4
