sdz21_code,loneliness_zscore,rank,deciles
N21000339,-0.003613058115923122,445.0,5.0
N21000340,-1.120861148604862,191.0,2.0
N21000341,-3.5893783103591512,8.0,0.0
N21000342,-2.109306465070199,70.0,0.0
N21000343,0.1670991991911845,472.0,5.0
N21000344,0.7158840512676745,551.0,6.0
N21000345,0.8933029742758221,589.0,6.0
N21000346,1.0320388123516575,607.0,7.0
N21000347,0.7781091750562323,565.0,6.0
N21000348,-0.16326029305089085,412.0,4.0
N21000349,0.9602827128400662,600.0,7.0
N21000350,-0.854241567691675,230.0,2.0
N21000351,-0.6228525909132188,285.0,3.0
N21000352,-0.1352985383618763,422.0,4.0
N21000353,-0.8192660983686864,239.0,2.0
N21000354,-3.3314205107609647,12.0,0.0
N21000355,-1.8733807348597797,95.0,1.0
N21000356,-2.7807713325445578,25.0,0.0
N21000357,-4.817553212331644,1.0,0.0
N21000358,0.02161400589695059,448.0,5.0
N21000359,-0.22515921394306368,400.0,4.0
N21000360,0.20891549028045064,480.0,5.0
N21000361,0.16967129479133378,473.0,5.0
N21000362,0.5529205665452936,528.0,6.0
N21000363,-0.3540277887952425,374.0,4.0
N21000364,0.13031833753125402,462.0,5.0
N21000365,0.5616785399726131,530.0,6.0
N21000366,0.17829014066243598,475.0,5.0
N21000367,0.1468791407123437,466.0,5.0
N21000368,-2.5173538387655396,36.0,0.0
N21000369,-1.872023499868404,96.0,1.0
N21000370,-0.2501200347832477,394.0,4.0
N21000371,-1.636695621854514,128.0,1.0
N21000372,-1.3983960425446098,160.0,1.0
N21000373,-0.693827691351254,266.0,3.0
N21000374,-0.5577348717645217,311.0,3.0
N21000375,-0.6487817147640844,279.0,3.0
N21000376,-1.2252982625499478,180.0,2.0
N21000377,-0.6062002194457669,289.0,3.0
N21000378,-3.0216610110833155,19.0,0.0
N21000379,-4.203005554151899,2.0,0.0
N21000380,-4.085597967198851,4.0,0.0
N21000381,-3.411032422371319,11.0,0.0
N21000382,-3.5172189043638533,9.0,0.0
N21000383,-2.413657085055144,49.0,0.0
N21000384,-3.4365481137979597,10.0,0.0
N21000385,-1.1389614834554125,187.0,2.0
N21000386,-2.1041444927516157,71.0,0.0
N21000387,-3.1671787214187668,14.0,0.0
N21000388,-2.8592508435097006,22.0,0.0
N21000389,-3.114928487820102,17.0,0.0
N21000390,-3.1881642323615558,13.0,0.0
N21000391,-2.992562283803972,21.0,0.0
N21000392,-3.8180051993627275,6.0,0.0
N21000393,-3.821649582188257,5.0,0.0
N21000394,-4.164768019425894,3.0,0.0
N21000395,-3.6075426536930615,7.0,0.0
N21000396,-3.119496407635184,16.0,0.0
N21000397,0.0922729991895451,454.0,5.0
N21000398,-0.14721816406055915,417.0,4.0
N21000399,-0.5781923078362871,304.0,3.0
N21000400,-0.10561682890407523,430.0,5.0
N21000401,-0.1263578364582971,423.0,4.0
N21000402,-0.29873193908590084,388.0,4.0
N21000403,-0.5387678382656468,319.0,3.0
N21000404,-0.1391454471464017,421.0,4.0
N21000405,-0.24027704352621923,395.0,4.0
N21000406,-0.46513010998675414,343.0,4.0
N21000407,-0.07759805714405076,436.0,5.0
N21000408,-0.22999776325338384,398.0,4.0
N21000409,-0.17276910427057549,410.0,4.0
N21000410,-0.4711068264332712,339.0,3.0
N21000411,-0.07353002330417255,437.0,5.0
N21000412,-0.53080720197591,320.0,3.0
N21000413,-0.6323257726717068,283.0,3.0
N21000414,-0.5245644044475732,325.0,3.0
N21000415,-0.6829587627933726,270.0,3.0
N21000416,-0.6028278373797658,290.0,3.0
N21000417,-0.9614849279927302,214.0,2.0
N21000418,-0.7480458669122136,256.0,3.0
N21000419,-0.6989443624119274,265.0,3.0
N21000420,-0.48162522596600693,337.0,3.0
N21000421,-0.9499681515350138,217.0,2.0
N21000422,-0.879088100323392,224.0,2.0
N21000423,-0.4427219605087051,351.0,4.0
N21000424,-0.3147315944199729,380.0,4.0
N21000425,-0.5074632194004114,332.0,3.0
N21000426,-0.5008472389989493,333.0,3.0
N21000427,-0.5802592275392771,303.0,3.0
N21000428,-0.860187262376509,229.0,2.0
N21000429,-0.4396568789709521,353.0,4.0
N21000430,-0.6014200180133684,291.0,3.0
N21000431,-0.3737175778113227,371.0,4.0
N21000432,-0.821356294901824,238.0,2.0
N21000433,-0.5197706903212345,326.0,3.0
N21000434,-0.5258901619144293,324.0,3.0
N21000435,-0.41000249513769765,362.0,4.0
N21000436,-0.46304761635443625,345.0,4.0
N21000437,0.5118306921790927,524.0,6.0
N21000438,0.22054263398005808,481.0,5.0
N21000439,-0.39481261820367003,367.0,4.0
N21000440,0.2617684872054625,492.0,5.0
N21000441,-0.5635496748820965,309.0,3.0
N21000442,-0.20424759573182422,404.0,4.0
N21000443,1.5146436175842677,678.0,8.0
N21000444,-0.12608336731067327,424.0,4.0
N21000445,0.612699654050957,538.0,6.0
N21000446,1.4568918949913021,670.0,7.0
N21000447,0.8516805781561411,581.0,6.0
N21000448,0.8190163277053855,574.0,6.0
N21000449,0.9674588577056146,601.0,7.0
N21000450,0.9786922456697609,603.0,7.0
N21000451,1.293735422204393,640.0,7.0
N21000452,1.212650789100729,624.0,7.0
N21000453,2.0533507537458653,751.0,8.0
N21000454,1.236914055851634,629.0,7.0
N21000455,1.5047869381726064,675.0,7.0
N21000456,1.2956353713352702,641.0,7.0
N21000457,0.7196222176634121,552.0,6.0
N21000458,0.9261289727747397,593.0,6.0
N21000459,1.960175482834816,742.0,8.0
N21000460,0.13129489001020941,463.0,5.0
N21000461,0.6414513359451018,543.0,6.0
N21000462,1.3846014276196401,661.0,7.0
N21000463,0.8805579064630207,587.0,6.0
N21000464,1.5365539725437578,679.0,8.0
N21000465,1.656753499537192,708.0,8.0
N21000466,1.538532245263572,680.0,8.0
N21000467,1.9501978000075588,741.0,8.0
N21000468,4.584105176611901,847.0,9.0
N21000469,4.303851427778735,846.0,9.0
N21000470,3.60474376601105,838.0,9.0
N21000471,3.82294950844191,843.0,9.0
N21000472,3.0407918192898737,818.0,9.0
N21000473,2.6506270020378713,795.0,9.0
N21000474,2.9388323741522417,816.0,9.0
N21000475,2.563575964817193,789.0,9.0
N21000476,2.6324964332746483,793.0,9.0
N21000477,2.8301746541915898,809.0,9.0
N21000478,2.618402158701846,792.0,9.0
N21000479,2.641701994260622,794.0,9.0
N21000480,2.4112381510361316,777.0,9.0
N21000481,2.8275060987940943,807.0,9.0
N21000482,0.7999149819834258,570.0,6.0
N21000483,2.7533027047313587,804.0,9.0
N21000484,1.4375174513760436,665.0,7.0
N21000485,3.9870055596036216,845.0,9.0
N21000486,2.742830503613174,803.0,9.0
N21000487,1.6470608017259114,706.0,8.0
N21000488,2.251279488237115,767.0,9.0
N21000489,0.11170128674938308,457.0,5.0
N21000490,-0.7546638548660992,251.0,2.0
N21000491,-0.10033284705335326,431.0,5.0
N21000492,-0.6893429822195701,269.0,3.0
N21000493,0.5201739305122726,526.0,6.0
N21000494,0.6705644984363456,547.0,6.0
N21000495,0.7762524403015046,564.0,6.0
N21000496,2.002949699223462,747.0,8.0
N21000497,1.2464544188370663,633.0,7.0
N21000498,0.8165966073329943,573.0,6.0
N21000499,1.6518472920922875,707.0,8.0
N21000500,3.071097022143142,820.0,9.0
N21000501,1.149092103109705,620.0,7.0
N21000502,2.770749756700534,805.0,9.0
N21000503,1.4376378266499144,666.0,7.0
N21000504,1.451270730050234,669.0,7.0
N21000505,2.0665632526777173,754.0,8.0
N21000506,1.2395583088376456,631.0,7.0
N21000507,2.045732174543815,749.0,8.0
N21000508,0.8881612710013495,588.0,6.0
N21000509,1.9169539693524156,738.0,8.0
N21000510,0.8380675716252275,578.0,6.0
N21000511,-0.9894249686581871,211.0,2.0
N21000512,-1.2436821392395965,174.0,2.0
N21000513,0.7720075091867443,563.0,6.0
N21000514,0.92331549294673,592.0,6.0
N21000515,-2.419481389509848,48.0,0.0
N21000516,-2.440309830242177,46.0,0.0
N21000517,-0.2713668513015809,391.0,4.0
N21000518,0.3419135336399726,503.0,5.0
N21000519,-1.425639618002075,151.0,1.0
N21000520,-0.4050133864541331,364.0,4.0
N21000521,-1.019763155807148,210.0,2.0
N21000522,-1.3041475216497382,170.0,1.0
N21000523,-0.5543240786392436,313.0,3.0
N21000524,-0.8093026331437511,242.0,2.0
N21000525,-0.4274397545320664,356.0,4.0
N21000526,-0.9525105268795995,216.0,2.0
N21000527,-1.4203732852473725,153.0,1.0
N21000528,-0.8787515883128901,225.0,2.0
N21000529,-1.1991910187686259,182.0,2.0
N21000530,-1.2107982814457205,181.0,2.0
N21000531,-0.6529598605809832,277.0,3.0
N21000532,-1.3671615951573424,163.0,1.0
N21000533,-0.7523576769556622,252.0,2.0
N21000534,-0.6162512950919034,287.0,3.0
N21000535,-0.8658788820952162,228.0,2.0
N21000536,-1.6881309703784244,121.0,1.0
N21000537,-1.367640415080821,162.0,1.0
N21000538,-1.4518154221419726,147.0,1.0
N21000539,-1.2851744892942856,171.0,2.0
N21000540,-1.12808143313474,189.0,2.0
N21000541,-1.0681749195257348,201.0,2.0
N21000542,-0.7170662409405191,263.0,3.0
N21000543,-0.671302427860001,274.0,3.0
N21000544,-0.7497529541167417,255.0,3.0
N21000545,-0.3076629322380987,383.0,4.0
N21000546,-1.0392650197623228,207.0,2.0
N21000547,-0.5986907576392302,293.0,3.0
N21000548,-0.7751481737017546,250.0,2.0
N21000549,-1.2543659795320294,173.0,2.0
N21000550,-1.1208549731951183,192.0,2.0
N21000551,-0.2854324882362696,389.0,4.0
N21000552,0.917120969518913,591.0,6.0
N21000553,-0.5951443471476926,296.0,3.0
N21000554,-0.17730176863129787,409.0,4.0
N21000555,-0.6222326768659647,286.0,3.0
N21000556,-0.6754500475347034,271.0,3.0
N21000557,-0.5976301120108546,294.0,3.0
N21000558,-0.9721765509442787,213.0,2.0
N21000559,-1.5935801930762894,132.0,1.0
N21000560,-1.5917158737886585,133.0,1.0
N21000561,-1.120154456234333,193.0,2.0
N21000562,2.5205177805954007,784.0,9.0
N21000563,1.5611794768734468,688.0,8.0
N21000564,2.710109915112878,801.0,9.0
N21000565,2.4503157202153325,778.0,9.0
N21000566,2.1614046846219437,759.0,8.0
N21000567,1.580529380451312,692.0,8.0
N21000568,2.0594953758374666,752.0,8.0
N21000569,1.2080910732456593,623.0,7.0
N21000570,0.12957155518493058,461.0,5.0
N21000571,-0.8754329774721974,226.0,2.0
N21000572,-2.0491344333392854,77.0,0.0
N21000573,-2.143595470605741,67.0,0.0
N21000574,-1.922920515311782,90.0,1.0
N21000575,-0.5264452564526908,323.0,3.0
N21000576,2.400641031154412,775.0,9.0
N21000577,-1.667591847418625,126.0,1.0
N21000578,-1.8804215617940527,94.0,1.0
N21000579,-1.5860770024981978,136.0,1.0
N21000580,0.5996882753669839,536.0,6.0
N21000581,1.8331331144768648,727.0,8.0
N21000582,2.800272591499435,806.0,9.0
N21000583,1.759461169207873,721.0,8.0
N21000584,2.1620358755581353,760.0,8.0
N21000585,2.455952023701542,780.0,9.0
N21000586,3.2288421967510335,823.0,9.0
N21000587,2.889326089615339,813.0,9.0
N21000588,2.300882627063907,771.0,9.0
N21000589,2.526438490653052,786.0,9.0
N21000590,2.83988116632338,810.0,9.0
N21000591,-1.8050299528901337,99.0,1.0
N21000592,0.023971208163186337,449.0,5.0
N21000593,-0.14910269383723868,415.0,4.0
N21000594,-1.272173493165494,172.0,2.0
N21000595,-0.49228869436721623,335.0,3.0
N21000596,-0.6419269076525668,281.0,3.0
N21000597,2.4617140264176776,781.0,9.0
N21000598,1.7422762909587852,717.0,8.0
N21000599,2.923974429034916,815.0,9.0
N21000600,1.327748556368423,648.0,7.0
N21000601,-1.8556536174596576,97.0,1.0
N21000602,-1.4842065061675784,145.0,1.0
N21000603,-2.2315942896271697,63.0,0.0
N21000604,-2.4509229824652414,45.0,0.0
N21000605,-2.4763932938770306,39.0,0.0
N21000606,-2.49108490509885,37.0,0.0
N21000607,-2.370557687904927,54.0,0.0
N21000608,-2.518706879774487,35.0,0.0
N21000609,-2.5645438686047375,32.0,0.0
N21000610,-2.4089057063789987,50.0,0.0
N21000611,-2.4672104630648266,40.0,0.0
N21000612,-2.4889081846226637,38.0,0.0
N21000613,-2.3526541965454797,56.0,0.0
N21000614,-1.9513414796010813,83.0,0.0
N21000615,-1.7794849558576682,102.0,1.0
N21000616,-1.6347008172963202,129.0,1.0
N21000617,-0.795918220584696,247.0,2.0
N21000618,-0.8013505276665076,244.0,2.0
N21000619,-1.9304088493317904,88.0,1.0
N21000620,-1.4162091285298055,156.0,1.0
N21000621,-1.559594160935612,140.0,1.0
