postcode,loneliness_zscore
GL156TN,0.7400599028410833
NP165PZ,2.608654510008275
NP165XR,2.1707990474455263
NP165XP,2.3427841697222895
NP265AB,1.8957531951033082
NP443LT,2.733827988815162
NP448HW,-1.2998318147094525
NP441DU,1.4425630496013522
NP443JS,1.9484272670166873
NP441RY,0.9124098330604808
NP444TA,1.3691891865379366
NP45DJ,2.6146751034271105
NP235NT,1.6653882591771252
NP75UH,2.0341752439618195
NP236JG,1.9244624268348787
NP253EQ,1.8826217216830603
NP151AB,2.9346532193443555
NP204EJ,3.5356852015226856
NP198XR,4.233387235134669
NP197FY,3.5538160234035567
NP190DW,3.061722221308734
NP206EY,2.33703675917298
NP204JS,4.181006933395668
NP199PS,1.520231515414717
NP202WQ,2.5087861048010893
NP197DQ,2.332951761377652
NP205PJ,1.2522959001606746
NP198HL,1.4664727871068906
NP202LB,2.9268830583806
NP48AT,5.672441955720514
NP46DH,1.667914951291794
NP47BH,1.8800456336773026
NP46DH,1.45227324612561
NP116BJ,0.17685656731727095
NP109DU,0.8770220969295319
NP223XP,2.5955455441531865
NP116YS,-0.20023706852854217
NP224LB,2.955641713480353
NP114PQ,-0.049335494302905736
NP234BR,2.114228628480463
NP253PL,2.3397998030848464
NP131BQ,1.857004634043308
NP133AT,2.0579561592864173
NP108UX,1.90414515376861
NP182JB,1.4254643893241956
NP75PR,2.042775970371854
NP204SZ,5.037807970124317
NP123WA,2.592169740855992
NP237RW,2.8854575565605165
NP236EY,2.281820193848477
NP194TD,3.3870934968920023
NP166SE,3.6452345579155763
LL301YL,-0.6778752313331423
LL689AB,1.1160154372886057
LL330PE,-0.014988148422061698
LL413DW,7.165435689842947
LL240BP,0.5607210610843284
LL625NL,2.0843324996326684
LL369HL,0.9062889100427728
LL421PL,0.8088479553640204
LL588AL,-0.787181849355469
LL572HH,1.3193673534263035
LL535NF,0.3487376025523677
LL615YZ,-0.34025102125810613
LL328AY,0.7947976967182387
LL554SU,0.6427253872745681
LL303EU,0.5861143594018527
LL301TA,0.8925117526895603
LL319NS,2.0056418262364004
LL520RR,3.030508632375867
LL748TF,0.7331574890638036
LL260AR,0.2929109891201862
LL538RE,1.1939431146289827
LL651RA,2.3815413880275607
LL564RX,0.36644526161277496
LL573NE,1.2824188274803876
LL777DU,-0.2097968648912099
LL551TH,0.3580917209311127
LL328AT,0.2669038140521753
LL486AL,0.7484972540881638
LL571AH,0.10530381504397512
LL237BA,0.9996353706900492
LL401LY,0.3480048400344145
LL536EG,1.3845424798789217
LL651UD,0.47496714469130963
LL554YY,0.9119848924234026
LL654RS,0.459700902785798
LL328LT,-1.753014232304285
LL112SJ,-4.087638464703782
LL546NN,-0.018845691043108237
LL499NU,-5.347640194525611
LL302BL,1.226223646647107
LL606AH,1.462716825311783
CF447DD,2.1826993291246133
CF390LD,2.0024787014910683
CF481BZ,3.3620521122906006
CF838GL,1.4915541281319986
CF349DT,2.0734181726524707
CF312PQ,0.35152059012599635
CF381RJ,0.8932182817381185
CF340SR,1.844735412704431
NP225PW,0.6953621658627016
CF372AA,1.1893436955368188
CF446HY,0.641906276286914
CF356YP,2.0838728986656627
CF355PF,0.817531361543645
CF433HB,1.0176554014552417
CF449SL,2.0072102677709416
CF481BZ,2.018187373194575
CF372DR,2.3301034796501856
CF729AA,1.725484064816411
CF484QU,4.292498756849297
CF402LE,1.4757827767593226
CF453HD,2.177289860291954
CF417BD,2.7934398459081113
CF328NN,1.3873736624927813
CF465HE,2.8193742932616477
CF334LD,1.2657954792003345
CF313NL,1.7819743472176413
CF728AJ,0.898259532188848
CF329SW,1.8697747332154173
CF453SQ,3.135421347000671
CF363XB,1.0808005451435687
CF454YB,1.095579845824095
CF466HL,2.380827085500552
CF398AG,0.7762670665940632
CF831XP,1.6664187780067727
CF832AX,2.2603018068946255
CF828FQ,2.404012889898167
CF434XX,2.3367327741238757
CF426DL,1.9791393523461347
CF401QN,1.3088072191712576
CF375RW,1.2376046798617
CF833GH,1.3258421968655765
CF157YG,2.344382453600769
CF402QZ,1.115244687268531
CF336BY,1.2117754555096962
CF349PW,1.5021904220605875
CF827WX,1.3843759306910965
CF327BL,2.677519280401005
CF818SA,1.2486897970343391
CF313NW,1.3748363692492693
CF425LW,-1.9549985634364524
CF481YE,3.849474363460053
CF833LR,2.4731213447853353
CF402SX,2.574111404081971
CF818ST,1.6617787246168114
CF329BL,3.0248834641159097
NP225PW,1.7029218875151393
CF483AL,1.693886119709348
CF446BL,2.9856359107205352
CF398SX,1.0967886075466162
CF454EY,-10.517730992303077
CF447PA,1.7259124300436641
CF327NA,1.6221755908617501
CF481BZ,3.4566633296421667
SY156PF,1.06682242713499
SA91DS,0.7689005339478183
LD38AH,1.6343802659127895
LD71AD,3.918850578347827
SY186EZ,3.033000474230612
LD65ED,2.1538795363114125
LD23DZ,0.8186385992587563
SY210RT,3.5757374654209535
SY217ER,0.6958306613763978
SY208EQ,2.3573258303497417
SY225DG,1.1584592687027746
LD15ES,1.427109289564385
SY161EF,1.3905646718148004
NP81AG,1.8124389006730923
LD3OAW,0.15109617906076261
LD82RJ,5.347320937862507
SA91JH,-6.561858470730347
SY162AG,-6.175185785567188
CF625QN,5.244875434036615
CF241YT,1.6841610114021432
CF643WX,0.21229975462055278
CF119SH,2.493768231433781
CF30EF,1.4268937950243368
CF242LU,0.4928168273131197
CF239PF,-0.4548893033961774
CF244HU,1.3276465290295558
CF238SQ,0.26144674418428643
CF643XE,1.263925013434258
CF145YU,-0.831803528887731
CF243JD,0.9207286530837957
CF149BB,0.9895293957801916
CF119SH,0.14935769813966115
CF54LJ,1.1618588358998194
CF119DN,1.8048295722075745
CF143XQ,0.07364401640031261
CF144QJ,-0.28517304711108515
CF54RG,0.2920934626673308
CF158DZ,-0.8848531919914004
CF143NB,1.2356853460079076
CF33LG,-0.09559110923807254
CF141LT,0.268693676134135
CF116QQ,-0.8713916084493856
CF118DG,-0.4224667566743986
CF634AR,1.147712560748999
CF235SY,0.5473129173515651
CF235RH,1.106272614233696
CF52SH,7.347199707578813
CF717DA,0.5255282989699137
CF54AD,0.05993905571374989
CF143QX,0.008163354895947161
CF117DJ,1.5922016092021707
CF611ST,0.6513417086591423
CF628AZ,1.0538571287869751
CF53JT,0.09402093548138907
CF242HB,0.8056540531434775
CF717DA,1.07507006476335
CF144UU,0.14594397449699903
CF644RE,1.010508784262031
CF243WD,1.8984015096936533
CF641BX,1.255148719360719
CF634YD,0.9827213188072867
CF241AG,1.0479389101352614
CF116PG,0.9770234472460255
CF645TG,0.48376894291862915
CF117AT,1.598294171074307
CF628GP,-0.3701465233028268
CF237SD,0.9407714054950367
CF119DG,1.3615002314938076
CF55LQ,0.9370909210405226
CF30SH,-0.22178302700987929
CF142FD,0.5173258585739946
CF105HW,-0.8398825505527793
CF147EZ,0.3225036962173638
CF119EE,1.4967998859904232
CF116RW,-0.007034596458384446
CF631BA,0.47152089550635967
CF117DJ,1.676979106454613
CF52DY,1.29733045845288
SA84JU,0.7217334308477751
SA113AW,0.7630931458321236
SA11HW,0.8946891789120324
SA59EA,0.8775845565448452
SA79RY,1.249255169184724
SA113EW,0.26742520278668147
SA55AA,0.9473759001939057
SA44US,0.3473449858792936
SA106UH,-0.027338125069943764
SA43ED,0.780604697519722
SA48TJ,0.5662349503993316
SA16TD,1.8720662460776385
SA18LH,0.9647872567950307
SA133DP,1.7851670085295404
SA129PY,3.11023465057411
SA14HF,0.8134758650752909
SA29EA,-0.23276759485152596
SA65LN,0.8996894234678101
SA20GU,1.3809684668109707
SA14DE,0.953318033286082
SA15LF,0.6337132292272973
SA55AA,1.3471353513797175
SA109EY,1.494272239808602
SA132BN,1.744407070621205
SA127BJ,1.0972259204587895
SA35UA,0.9830282446579806
SA44BY,1.2924960339966836
SA127BJ,0.8655996889523055
SA111HW,0.8714407879560672
SA67NZ,0.7816469961231997
SA112FP,0.8092576051925008
SA127BJ,1.3676691824503764
SA58QE,1.2764171500360342
SA67AG,1.3735837064369207
SA31AY,-0.25780805587886124
SA115AL,-0.6054304143588913
SA106UF,0.9316200031253642
SA20LJ,-0.025976776389630918
SA28PG,3.2263904839734368
SA34AJ,0.615947484771477
SA18QY,0.8235002552741013
SA18QY,0.10659364532801915
SA14DF,1.3795308897698946
SA55LB,1.539257690210035
SA129PY,1.7530365948189537
SA111EF,0.023780527196997248
