lsoa21_code,loneliness_zscore,rank,deciles
W01000663,0.8857988403786263,1172.0,6.0
W01000664,0.7493031629711087,1081.0,5.0
W01000665,0.09975889475302374,715.0,3.0
W01000666,0.03438124634945889,687.0,3.0
W01000667,0.6279756953426819,1018.0,5.0
W01000670,0.19311058697108147,750.0,3.0
W01000671,0.2245134111210837,771.0,4.0
W01000672,0.5454904729093042,966.0,5.0
W01000673,-0.8024219524370919,418.0,2.0
W01000674,-1.4760135933231195,252.0,1.0
W01000675,-0.5170388889164174,504.0,2.0
W01000676,0.462360788840731,920.0,4.0
W01000677,0.604518199853112,1006.0,5.0
W01000678,-1.1252226156494383,331.0,1.0
W01000679,0.35242549155131814,855.0,4.0
W01000680,0.4882783009590675,936.0,4.0
W01000681,0.6268513733423321,1017.0,5.0
W01000682,-0.6693306507526606,456.0,2.0
W01000683,-2.2975714194307666,156.0,0.0
W01000684,0.4612049307144406,919.0,4.0
W01000685,-2.270843938630808,158.0,0.0
W01000686,-2.864362716420346,113.0,0.0
W01000687,-0.03020409860514605,665.0,3.0
W01000688,-1.5594367403535985,239.0,1.0
W01000689,-2.3279680289351563,150.0,0.0
W01000690,0.3423341677638306,844.0,4.0
W01000691,0.3192106330370001,834.0,4.0
W01000692,-0.26241339268105635,579.0,3.0
W01000693,-3.3327447445618192,83.0,0.0
W01000694,-3.276970219587003,91.0,0.0
W01000695,0.5989764035193531,1001.0,5.0
W01000696,-1.0147189375169647,362.0,1.0
W01000697,1.1179561208438507,1349.0,7.0
W01000698,1.1183675618012054,1350.0,7.0
W01000699,0.9247263216472491,1201.0,6.0
W01000700,-3.1183844029701717,98.0,0.0
W01000701,-3.407396813593666,75.0,0.0
W01000702,-2.8873860053292897,112.0,0.0
W01000703,0.5807435818157042,989.0,5.0
W01000704,0.9574268981301043,1223.0,6.0
W01000705,1.2766869159953003,1438.0,7.0
W01000706,0.9167267381624853,1195.0,6.0
W01000707,0.8001993155241779,1120.0,5.0
W01000708,0.36128508043824586,858.0,4.0
W01000709,0.0017979931432215263,674.0,3.0
W01000710,0.38262892394615927,871.0,4.0
W01000711,0.5135232538201103,948.0,4.0
W01000712,0.9879385375525118,1250.0,6.0
W01000713,0.8339947974785555,1136.0,5.0
W01000714,0.3386724995790496,842.0,4.0
W01000715,0.44797407879287404,906.0,4.0
W01000716,0.5973039171379071,1000.0,5.0
W01000717,0.4161619267801804,887.0,4.0
W01000718,0.2310068048795184,774.0,4.0
W01000719,0.02116204878836999,680.0,3.0
W01000720,0.37501707297677367,867.0,4.0
W01000721,-0.9293267270079792,387.0,2.0
W01000722,-2.8066343322859173,117.0,0.0
W01000723,-1.3327938540698558,284.0,1.0
W01000724,0.8651877578850184,1161.0,6.0
W01000725,0.4589118381099181,918.0,4.0
W01000728,-3.2388005805488964,93.0,0.0
W01000729,0.5841204800405349,990.0,5.0
W01000730,0.558977601504345,977.0,5.0
W01000731,0.08734235758741382,710.0,3.0
W01000732,0.34413970800915106,845.0,4.0
W01000733,0.43754515309720476,898.0,4.0
W01000734,0.491898345594607,937.0,4.0
W01000735,0.5480331565497137,968.0,5.0
W01000736,0.945463561396542,1215.0,6.0
W01000737,0.9500968284502398,1217.0,6.0
W01000738,-1.7896497787129457,203.0,1.0
W01000739,-2.429082299954592,138.0,0.0
W01000740,-2.601299824009289,132.0,0.0
W01000741,-3.398067221336301,77.0,0.0
W01000742,1.0891367791950717,1325.0,6.0
W01000744,1.0301926367127423,1278.0,6.0
W01000745,0.8885848430898102,1175.0,6.0
W01000746,0.8859666631180905,1173.0,6.0
W01000747,1.0473978791692347,1294.0,6.0
W01000749,1.0556978861678794,1303.0,6.0
W01000750,-0.0916167186426646,651.0,3.0
W01000751,0.13096370190760975,722.0,3.0
W01000752,-0.36092352508765174,547.0,2.0
W01000753,-0.24101052627547015,591.0,3.0
W01000754,0.30199595436062093,822.0,4.0
W01000755,1.1467411541554307,1366.0,7.0
W01000756,1.0106436469780684,1260.0,6.0
W01000757,1.110046924944942,1343.0,7.0
W01000758,0.9910619474238784,1251.0,6.0
W01000759,0.11261690060348596,720.0,3.0
W01000760,0.8974041036317725,1179.0,6.0
W01000761,1.202889000129069,1407.0,7.0
W01000762,1.2021610000542922,1406.0,7.0
W01000763,1.0945101330435045,1329.0,6.0
W01000764,1.2735852913514578,1436.0,7.0
W01000765,0.979373925914461,1243.0,6.0
W01000766,1.1745995628697323,1385.0,7.0
W01000767,1.2275958775541633,1419.0,7.0
W01000768,0.9004249031217798,1182.0,6.0
W01000769,0.5159797137495878,950.0,4.0
W01000770,1.0577473234557628,1307.0,6.0
W01000771,0.9729231900009099,1237.0,6.0
W01000772,-0.298588632483593,563.0,2.0
W01000774,-1.378455646282236,274.0,1.0
W01000775,0.17982772719025808,744.0,3.0
W01000776,0.30079115790019795,820.0,4.0
W01000777,0.10399881948134596,717.0,3.0
W01000778,0.26737583390864234,802.0,4.0
W01000779,-0.3888017563837143,539.0,2.0
W01000781,1.040682276230717,1287.0,6.0
W01000782,1.0559840765085609,1304.0,6.0
W01000784,-1.3962032494788317,268.0,1.0
W01000785,-0.97451666542108,373.0,1.0
W01000786,-0.19437478630598698,614.0,3.0
W01000787,-0.04157895898254944,663.0,3.0
W01000788,0.13931281360385525,728.0,3.0
W01000789,0.5358423283485192,957.0,5.0
W01000790,0.8510359617865231,1151.0,6.0
W01000791,-0.4700619619128422,517.0,2.0
W01000792,-1.4354422791245784,262.0,1.0
W01000793,-1.139046378545648,327.0,1.0
W01000794,-0.9217379929577986,391.0,2.0
W01000795,0.3102012277743295,828.0,4.0
W01000797,0.3369251617639151,840.0,4.0
W01000798,0.4529357421336411,913.0,4.0
W01000799,-0.7099085048338818,446.0,2.0
W01000800,-0.42090696968590785,528.0,2.0
W01000801,0.13741281843986425,727.0,3.0
W01000802,-1.3944063968113483,271.0,1.0
W01000803,-1.0480244809334307,352.0,1.0
W01000804,1.0305717703279582,1279.0,6.0
W01000805,1.0468743272999557,1293.0,6.0
W01000806,-1.310133979006997,290.0,1.0
W01000807,-3.0033631658065327,102.0,0.0
W01000808,-1.444692743829837,259.0,1.0
W01000809,0.06150676482427807,701.0,3.0
W01000810,-1.0030789428145135,366.0,1.0
W01000811,0.22548667253749943,772.0,4.0
W01000812,-0.4691446832113473,518.0,2.0
W01000813,0.5968900211129651,999.0,5.0
W01000814,-0.29171868918190214,566.0,2.0
W01000815,-1.6165383586404924,223.0,1.0
W01000816,-4.508603125224183,36.0,0.0
W01000817,0.21413913894007447,763.0,3.0
W01000818,0.41751163666625574,888.0,4.0
W01000819,0.5119203354787534,946.0,4.0
W01000820,0.6869733694242595,1049.0,5.0
W01000821,0.7688058582350765,1095.0,5.0
W01000822,-1.0506680004570472,350.0,1.0
W01000823,0.8437498439188325,1144.0,5.0
W01000824,0.842616117399931,1142.0,5.0
W01000825,0.773197225693755,1099.0,5.0
W01000826,0.8609783665679455,1158.0,6.0
W01000827,0.7076357592526733,1061.0,5.0
W01000828,-0.3771470408688934,541.0,2.0
W01000829,-0.39795571141497865,532.0,2.0
W01000830,1.3593336267576508,1469.0,7.0
W01000831,1.2270404122408143,1418.0,7.0
W01000832,1.2349684362635118,1425.0,7.0
W01000833,1.0816616092492237,1322.0,6.0
W01000834,0.7682556972434033,1094.0,5.0
W01000835,1.1908071228085038,1399.0,7.0
W01000836,1.1362620853244276,1361.0,7.0
W01000837,-0.2256747924833966,597.0,3.0
W01000838,-0.6899188918145303,452.0,2.0
W01000839,0.9267231494591724,1204.0,6.0
W01000840,0.872221539543556,1166.0,6.0
W01000841,-3.660146849773858,62.0,0.0
W01000842,-1.363819637252384,276.0,1.0
W01000843,-4.069646411895214,53.0,0.0
W01000844,-2.692640357051877,125.0,0.0
W01000845,-1.0719268696928188,343.0,1.0
W01000846,0.038141156172324595,690.0,3.0
W01000847,-0.7549032006642967,433.0,2.0
W01000848,-0.5640592584644206,491.0,2.0
W01000849,-0.04852417482629372,657.0,3.0
W01000851,0.026388044786248847,682.0,3.0
W01000852,0.6292974072477939,1021.0,5.0
W01000853,0.7816663927752938,1107.0,5.0
W01000854,1.035240938987724,1282.0,6.0
W01000855,0.9083762271375442,1189.0,6.0
W01000856,1.043622574292605,1288.0,6.0
W01000857,0.49395829537535807,939.0,4.0
W01000858,0.7314927649158097,1077.0,5.0
W01000859,1.1333781992129996,1358.0,7.0
W01000860,1.3534121094316756,1462.0,7.0
W01000861,1.6608727100404725,1574.0,8.0
W01000862,1.1800456215621606,1391.0,7.0
W01000863,1.0116810511658312,1262.0,6.0
W01000864,1.2648620110072633,1434.0,7.0
W01000865,0.8890259026091922,1176.0,6.0
W01000866,1.0279993610796112,1275.0,6.0
W01000867,0.9852713574480126,1247.0,6.0
W01000868,0.8384848224864033,1139.0,5.0
W01000869,1.0448628481888453,1291.0,6.0
W01000870,0.7196943804359422,1066.0,5.0
W01000871,1.0479118353511163,1296.0,6.0
W01000872,0.576447367359663,984.0,5.0
W01000873,1.133188221964535,1357.0,7.0
W01000874,0.9528184766945452,1221.0,6.0
W01000875,1.0569827073784184,1305.0,6.0
W01000876,1.1704159864083916,1382.0,7.0
W01000877,-1.8116775633285669,198.0,1.0
W01000878,-2.214470390979856,164.0,0.0
W01000879,0.9079902755207903,1188.0,6.0
W01000880,0.9311858366397174,1206.0,6.0
W01000881,0.9681191796754834,1235.0,6.0
W01000882,0.9514806839424581,1219.0,6.0
W01000883,0.49775717528344604,943.0,4.0
W01000884,-2.2220669258914967,162.0,0.0
W01000885,-5.006481956361687,23.0,0.0
W01000886,-2.3523153025979364,147.0,0.0
W01000887,-0.25909619853447935,582.0,3.0
W01000888,0.27643072985913775,805.0,4.0
W01000889,-0.77360527266868,428.0,2.0
W01000890,-0.23224925088043563,596.0,3.0
W01000891,-0.02620519132421885,668.0,3.0
W01000892,0.08673017565568077,709.0,3.0
W01000893,0.26503579939108235,799.0,4.0
W01000894,-0.5825001729363057,483.0,2.0
W01000895,-0.17980426405747513,619.0,3.0
W01000896,-0.11472768431378189,637.0,3.0
W01000897,0.2615000410152046,796.0,4.0
W01000898,0.9844653420858885,1246.0,6.0
W01000899,1.427328814833123,1493.0,7.0
W01000900,1.039166142997918,1285.0,6.0
W01000901,0.9947557261378904,1255.0,6.0
W01000904,0.0615661742738695,702.0,3.0
W01000905,0.040097085586835564,691.0,3.0
W01000907,0.08099727194740954,706.0,3.0
W01000908,-0.11745726768982498,635.0,3.0
W01000909,-3.601089591048961,66.0,0.0
W01000910,-2.0997184103809965,175.0,0.0
W01000911,-1.4331540952748414,263.0,1.0
W01000912,0.25794217246355416,793.0,4.0
W01000913,0.37421903948770774,866.0,4.0
W01000914,0.20152863354817013,756.0,3.0
W01000915,0.4263176554833227,894.0,4.0
W01000916,0.1553848305112121,732.0,3.0
W01000918,-0.19665791628322488,613.0,3.0
W01000919,-0.10754136892010559,644.0,3.0
W01000921,1.552758099482913,1542.0,8.0
W01000922,0.06031247050948811,700.0,3.0
W01000925,-0.10773301849923063,643.0,3.0
W01000926,-0.19781136265947458,612.0,3.0
W01000927,-0.1569389547099076,621.0,3.0
W01000928,0.2995363440765132,818.0,4.0
W01000929,-0.17698106906593658,620.0,3.0
W01000930,1.3582141476271266,1466.0,7.0
W01000931,0.1360273980267725,726.0,3.0
W01000932,0.04563855315056485,696.0,3.0
W01000933,0.767820802862998,1093.0,5.0
W01000934,-0.303999139074889,561.0,2.0
W01000935,-0.182911851916324,617.0,3.0
W01000936,-1.5272997425182653,247.0,1.0
W01000937,-0.31585998476792254,556.0,2.0
W01000938,-0.0956931768975004,648.0,3.0
W01000939,0.320739310136662,835.0,4.0
W01000940,-0.7562558320833533,432.0,2.0
W01000941,-1.6130802393738286,227.0,1.0
W01000942,-3.6901728508916447,61.0,0.0
W01000943,-4.0397841579652285,56.0,0.0
W01000944,-0.30716706030625296,560.0,2.0
W01000945,0.2653263483398319,801.0,4.0
W01000946,-0.21212906811840035,603.0,3.0
W01000947,0.3474151255477809,847.0,4.0
W01000948,0.5209169628717198,953.0,4.0
W01000949,0.4076899169542799,882.0,4.0
W01000950,-0.6769804505944591,454.0,2.0
W01000951,-0.427220636201821,527.0,2.0
W01000952,0.7065334261038524,1059.0,5.0
W01000953,-0.11648299753566811,636.0,3.0
W01000954,0.44823193217225954,907.0,4.0
W01000955,0.023531399769165802,681.0,3.0
W01000956,0.29534600783489084,815.0,4.0
W01000957,-2.5901912749662492,133.0,0.0
W01000958,-2.343444370033679,148.0,0.0
W01000959,-1.5973405805853877,233.0,1.0
W01000960,-2.086415047972525,177.0,0.0
W01000961,0.3489557502395918,848.0,4.0
W01000962,-0.5812179023950812,484.0,2.0
W01000963,-0.6526041244817471,462.0,2.0
W01000964,-0.2656281872352448,578.0,3.0
W01000965,0.16200360756958926,734.0,3.0
W01000966,0.7527117972585154,1085.0,5.0
W01000967,1.4055109074073169,1482.0,7.0
W01000968,0.7689851238652675,1096.0,5.0
W01000969,-0.36276154801038085,546.0,2.0
W01000970,-0.3609117811088035,548.0,2.0
W01000971,0.13315986449362247,724.0,3.0
W01000973,-0.9598634576719686,377.0,1.0
W01000974,0.3360411288890693,839.0,4.0
W01000975,-3.3041837645963645,90.0,0.0
W01000976,1.105213831835906,1339.0,7.0
W01000977,0.09507092481674981,714.0,3.0
W01000978,1.3329909403902338,1453.0,7.0
W01000979,0.5767233182187821,985.0,5.0
W01000980,0.5407524298144863,960.0,5.0
W01000981,0.7582675558255559,1087.0,5.0
W01000982,0.6643583388486615,1037.0,5.0
W01000983,0.7512817326504414,1082.0,5.0
W01000984,0.6669965911937843,1038.0,5.0
W01000985,0.606604127515684,1007.0,5.0
W01000986,0.19680608126613558,752.0,3.0
W01000987,0.31124607384064473,830.0,4.0
W01000989,0.9521833538475238,1220.0,6.0
W01000990,1.0207561203408255,1270.0,6.0
W01000991,1.7494464803935554,1598.0,8.0
W01000992,1.7161034588607724,1585.0,8.0
W01000993,1.7405746126036181,1594.0,8.0
W01000994,1.3806306314457146,1472.0,7.0
W01000995,1.5986893029133529,1559.0,8.0
W01000996,0.789335127069903,1111.0,5.0
W01000997,0.9804773452002,1244.0,6.0
W01000999,1.0976602639166173,1331.0,6.0
W01001000,0.9458932843129947,1216.0,6.0
W01001001,1.1538800988531723,1374.0,7.0
W01001002,1.1764014389565203,1387.0,7.0
W01001003,1.0127503381488254,1263.0,6.0
W01001004,1.1516977483596178,1372.0,7.0
W01001005,1.1639284101375054,1379.0,7.0
W01001006,1.358908999442741,1467.0,7.0
W01001007,1.1687315324403265,1381.0,7.0
W01001008,0.3502975045371648,849.0,4.0
W01001009,-0.5914653342941051,479.0,2.0
W01001010,0.9783559282069187,1242.0,6.0
W01001011,1.070779174880549,1314.0,6.0
W01001012,0.3510412466574472,851.0,4.0
W01001013,0.6949906632786861,1053.0,5.0
W01001014,1.756074547483256,1601.0,8.0
W01001015,1.144924519173272,1363.0,7.0
W01001016,1.0507371077778382,1300.0,6.0
W01001017,1.786954503930367,1614.0,8.0
W01001018,1.6545786685019173,1573.0,8.0
W01001019,1.3425054121009998,1458.0,7.0
W01001020,1.3520058075201093,1461.0,7.0
W01001021,1.2799355492595965,1439.0,7.0
W01001022,0.87194435281611,1165.0,6.0
W01001023,0.9976767449835431,1257.0,6.0
W01001024,1.5903009264957957,1556.0,8.0
W01001025,1.7226541918127822,1587.0,8.0
W01001026,1.1676497179297363,1380.0,7.0
W01001027,1.187178794802017,1398.0,7.0
W01001028,1.4138882416068284,1486.0,7.0
W01001029,0.88695274789609,1174.0,6.0
W01001030,0.9293610203880315,1205.0,6.0
W01001031,1.2037893282399503,1409.0,7.0
W01001032,1.0592093725895655,1308.0,6.0
W01001033,1.5614936549451497,1546.0,8.0
W01001034,1.9835419500090228,1696.0,8.0
W01001035,1.2060905645242999,1411.0,7.0
W01001036,1.2888945351389283,1441.0,7.0
W01001037,1.1628241049799806,1378.0,7.0
W01001038,0.7223893762409163,1068.0,5.0
W01001039,1.0208340003233982,1271.0,6.0
W01001040,0.7863109828936466,1110.0,5.0
W01001041,0.9248860578085862,1202.0,6.0
W01001042,1.1508964250992466,1370.0,7.0
W01001043,1.0774783358528373,1317.0,6.0
W01001044,0.967314847619077,1233.0,6.0
W01001045,1.0162045517893872,1266.0,6.0
W01001046,1.1010034990771744,1334.0,6.0
W01001047,1.1050672138192863,1338.0,7.0
W01001048,1.0230186657219673,1273.0,6.0
W01001049,1.149563234129764,1368.0,7.0
W01001050,1.1122161902227712,1344.0,7.0
W01001051,1.0477968604381844,1295.0,6.0
W01001052,1.1796862458589754,1390.0,7.0
W01001053,1.1615985293574411,1376.0,7.0
W01001054,1.1819034469338416,1392.0,7.0
W01001055,1.1831364419097776,1394.0,7.0
W01001056,0.7997273770312157,1118.0,5.0
W01001057,0.9161042099975518,1194.0,6.0
W01001058,1.527424311491969,1533.0,8.0
W01001059,,,
W01001060,,,
W01001062,,,
W01001063,-2.8605667953579923,114.0,0.0
W01001064,-3.318005743045746,88.0,0.0
W01001065,-0.5661465823072215,489.0,2.0
W01001066,-3.4744570668252464,72.0,0.0
W01001067,-0.7856351100666285,422.0,2.0
W01001068,-0.74853467089437,437.0,2.0
W01001069,-0.5295206780216575,498.0,2.0
W01001070,-0.8466795022037067,413.0,2.0
W01001071,-0.9511787297412027,379.0,1.0
W01001072,-0.9228713068962663,389.0,2.0
W01001073,-1.334646895896174,283.0,1.0
W01001075,0.9591251135322866,1226.0,6.0
W01001076,0.8981755259120029,1181.0,6.0
W01001077,0.8270879582313194,1133.0,5.0
W01001078,0.6551744932502492,1032.0,5.0
W01001079,-0.654840019177767,459.0,2.0
W01001080,-0.2581823721265716,583.0,3.0
W01001081,-0.3643526301423617,545.0,2.0
W01001082,0.8373662284517374,1137.0,5.0
W01001083,0.48384310813435544,932.0,4.0
W01001084,0.6914655693709749,1051.0,5.0
W01001085,0.9635213094110606,1228.0,6.0
W01001086,-0.10541149146904996,646.0,3.0
W01001087,0.9623301357855807,1227.0,6.0
W01001088,0.9355510487158534,1208.0,6.0
W01001089,0.35715715513749585,856.0,4.0
W01001090,0.804014767604089,1122.0,5.0
W01001091,-1.104791355924866,337.0,1.0
W01001092,-1.4569113533589437,256.0,1.0
W01001093,-1.9084300119734305,186.0,0.0
W01001094,-0.7758348691042711,426.0,2.0
W01001095,-0.9008662101640122,397.0,2.0
W01001096,-0.5156830554613449,505.0,2.0
W01001097,-1.1509161583358478,323.0,1.0
W01001098,-1.685722178213608,211.0,1.0
W01001099,-2.2130307849859956,165.0,0.0
W01001100,-1.935106468789313,185.0,0.0
W01001101,-1.7869272393185591,204.0,1.0
W01001102,,,
W01001103,-1.6614342360626457,215.0,1.0
W01001104,0.9210023818450618,1198.0,6.0
W01001105,0.9737821381996141,1238.0,6.0
W01001106,0.4961240983714324,941.0,4.0
W01001107,0.724338223785962,1071.0,5.0
W01001108,0.1050036764668487,718.0,3.0
W01001109,0.4957122309977404,940.0,4.0
W01001110,0.7969792151619344,1116.0,5.0
W01001111,0.7228113233123405,1069.0,5.0
W01001112,0.6186307807848762,1014.0,5.0
W01001113,1.0148360307171544,1265.0,6.0
W01001114,0.897940366652321,1180.0,6.0
W01001115,0.8481491804186826,1149.0,6.0
W01001116,0.9217992693010505,1199.0,6.0
W01001117,,,
W01001119,-1.2394196766715544,305.0,1.0
W01001120,-1.472607598595791,253.0,1.0
W01001121,-1.0497199184534838,351.0,1.0
W01001122,-0.7746244803140716,427.0,2.0
W01001123,1.0438143078714326,1289.0,6.0
W01001124,1.0812822725605888,1319.0,6.0
W01001125,1.0105565126970186,1259.0,6.0
W01001127,1.1261967724983566,1355.0,7.0
W01001128,0.9753866225648673,1240.0,6.0
W01001129,0.7144828563603017,1064.0,5.0
W01001130,0.9566082438810763,1222.0,6.0
W01001131,0.8472419383236346,1148.0,6.0
W01001132,0.3020248221316405,823.0,4.0
W01001133,-0.19205434779771796,615.0,3.0
W01001134,0.6000201677394218,1003.0,5.0
W01001135,-0.6538556301755242,461.0,2.0
W01001136,0.41093163997588594,885.0,4.0
W01001137,1.30933207447076,1448.0,7.0
W01001138,1.5118560227303146,1528.0,8.0
W01001139,1.4019234498731838,1480.0,7.0
W01001140,1.0978105932917974,1332.0,6.0
W01001141,1.3374565954667335,1456.0,7.0
W01001142,1.3914758185062372,1477.0,7.0
W01001143,1.0621156659373294,1309.0,6.0
W01001144,1.0813948722471842,1321.0,6.0
W01001145,1.103620811535758,1335.0,6.0
W01001146,1.4111590251182935,1484.0,7.0
W01001147,1.941651092558533,1674.0,8.0
W01001148,2.0213424009858065,1711.0,8.0
W01001149,1.6892558068648615,1577.0,8.0
W01001150,1.6957138208824556,1578.0,8.0
W01001151,2.068163692972396,1729.0,9.0
W01001152,2.3537089213876983,1798.0,9.0
W01001153,2.1102156379706676,1741.0,9.0
W01001154,1.5846230720851235,1552.0,8.0
W01001155,1.9519081294814578,1681.0,8.0
W01001156,1.846590931251071,1634.0,8.0
W01001157,0.8162358883526866,1128.0,5.0
W01001158,0.4783816180200406,927.0,4.0
W01001159,0.779529578206752,1104.0,5.0
W01001160,1.093683859341841,1328.0,6.0
W01001162,0.9204126145138333,1197.0,6.0
W01001164,0.880993371772286,1169.0,6.0
W01001165,0.5929277200557044,996.0,5.0
W01001166,1.7686065953629542,1606.0,8.0
W01001167,1.5848612524121515,1553.0,8.0
W01001168,1.4679472197303405,1507.0,7.0
W01001169,1.2179467563764634,1415.0,7.0
W01001170,1.4772034259510733,1510.0,7.0
W01001171,0.5471161625285519,967.0,5.0
W01001172,1.258145323630686,1432.0,7.0
W01001173,1.133551473830493,1359.0,7.0
W01001174,0.9415004026869732,1213.0,6.0
W01001175,2.1532628902429543,1753.0,9.0
W01001176,1.8283976669447892,1630.0,8.0
W01001177,1.8125093775755516,1623.0,8.0
W01001178,1.312386195348856,1450.0,7.0
W01001179,1.2581040579308547,1431.0,7.0
W01001180,0.3511554577789745,852.0,4.0
W01001181,0.4642147917228455,922.0,4.0
W01001184,1.4151858647815285,1488.0,7.0
W01001185,1.0818774483161546,1323.0,6.0
W01001186,1.9447288010258845,1677.0,8.0
W01001187,1.9248848692534541,1667.0,8.0
W01001188,1.6293830800184446,1567.0,8.0
W01001189,1.094685930461846,1330.0,6.0
W01001190,1.074517321674394,1316.0,6.0
W01001192,1.1151188757688708,1348.0,7.0
W01001193,0.9411961767454442,1211.0,6.0
W01001194,0.8894209497769124,1177.0,6.0
W01001195,0.7778247079566496,1102.0,5.0
W01001196,0.8416313037546798,1140.0,5.0
W01001197,1.1124837755136585,1345.0,7.0
W01001198,0.8526537137911163,1153.0,6.0
W01001199,0.6965955763794225,1054.0,5.0
W01001202,1.2466130636511876,1428.0,7.0
W01001203,1.825584675853211,1627.0,8.0
W01001204,-0.11118201883942257,639.0,3.0
W01001205,-0.5840664871408423,481.0,2.0
W01001206,-0.8989725761434947,399.0,2.0
W01001207,-0.202617198533977,609.0,3.0
W01001208,-1.8060897024406677,199.0,1.0
W01001209,1.3857927978452251,1473.0,7.0
W01001210,1.8261071143917094,1628.0,8.0
W01001211,-0.15472126556321686,623.0,3.0
W01001212,0.8558343546755621,1155.0,6.0
W01001214,2.083022252336461,1734.0,9.0
W01001216,1.8946342743462037,1651.0,8.0
W01001217,1.465084647650742,1504.0,7.0
W01001218,1.3876287633947895,1474.0,7.0
W01001219,1.4151829175741442,1487.0,7.0
W01001220,1.3881789895313772,1475.0,7.0
W01001221,1.8270403847731598,1629.0,8.0
W01001222,1.9482430791332215,1680.0,8.0
W01001223,1.3335044442532282,1454.0,7.0
W01001224,1.3021885496268788,1446.0,7.0
W01001225,1.3324273388736594,1452.0,7.0
W01001226,1.4723060136805735,1509.0,7.0
W01001227,-0.6064903545776009,474.0,2.0
W01001228,-0.0818379348471307,653.0,3.0
W01001229,1.1958815744395526,1402.0,7.0
W01001230,1.781317431631622,1610.0,8.0
W01001231,0.8524543362709819,1152.0,6.0
W01001232,1.6026380630582002,1560.0,8.0
W01001233,1.8538405974567311,1638.0,8.0
W01001234,-0.10618239034161565,645.0,3.0
W01001235,-1.2666865106044853,299.0,1.0
W01001236,-1.330794800636079,285.0,1.0
W01001237,1.0573569956594455,1306.0,6.0
W01001238,1.0524197948629173,1301.0,6.0
W01001239,1.0979063729527003,1333.0,6.0
W01001240,1.7020854778073078,1582.0,8.0
W01001241,1.7538273427677566,1599.0,8.0
W01001242,1.0677777413967815,1311.0,6.0
W01001243,1.0327410812598379,1280.0,6.0
W01001244,1.44504186028162,1498.0,7.0
W01001245,0.8718840834905733,1164.0,6.0
W01001246,0.8937510088972973,1178.0,6.0
W01001247,1.3929172793761229,1478.0,7.0
W01001248,1.5318919443626862,1534.0,8.0
W01001249,0.828293400331764,1134.0,5.0
W01001250,0.5574471159313974,976.0,5.0
W01001251,0.7977986358286386,1117.0,5.0
W01001252,0.7565948176404996,1086.0,5.0
W01001253,1.1989098813867602,1403.0,7.0
W01001255,0.9923931221764818,1252.0,6.0
W01001256,0.2322823432705768,775.0,4.0
W01001257,0.24576626611680016,779.0,4.0
W01001258,-0.47083916204880194,516.0,2.0
W01001259,1.590285621604219,1555.0,8.0
W01001260,1.5123780748206042,1529.0,8.0
W01001261,1.463934603325764,1503.0,7.0
W01001262,0.44832142786813045,908.0,4.0
W01001263,0.05415554169439924,698.0,3.0
W01001264,0.5680388658016174,981.0,5.0
W01001265,0.20425548602343074,758.0,3.0
W01001266,0.21846809154255342,767.0,4.0
W01001267,0.4582748903271291,917.0,4.0
W01001268,-0.048118619243255986,658.0,3.0
W01001269,1.6969297560718246,1579.0,8.0
W01001270,1.803088066698248,1620.0,8.0
W01001271,1.4931566254500275,1513.0,7.0
W01001272,1.5113195468157572,1526.0,7.0
W01001273,1.7574620322704164,1603.0,8.0
W01001274,1.4940267577564423,1514.0,7.0
W01001275,1.537867396795558,1535.0,8.0
W01001276,1.507859656037064,1523.0,7.0
W01001277,0.8196542043010374,1130.0,5.0
W01001278,0.6838810576134606,1048.0,5.0
W01001279,0.7664019199837814,1092.0,5.0
W01001280,1.6142382193137055,1565.0,8.0
W01001281,1.3550054653899724,1463.0,7.0
W01001282,0.6708328304639314,1040.0,5.0
W01001283,0.7699991532574416,1097.0,5.0
W01001284,0.7070607478046651,1060.0,5.0
W01001285,2.1354918028025986,1747.0,9.0
W01001286,2.2416331799910996,1778.0,9.0
W01001287,1.9943332806638863,1699.0,8.0
W01001288,2.0013819763196325,1702.0,8.0
W01001289,1.0697439185833784,1313.0,6.0
W01001290,2.423323119341616,1813.0,9.0
W01001291,2.728006486407794,1857.0,9.0
W01001292,2.964992909073882,1875.0,9.0
W01001293,2.966176709331988,1876.0,9.0
W01001294,2.7936518248638476,1864.0,9.0
W01001295,2.138211667647368,1748.0,9.0
W01001296,2.30819583560022,1787.0,9.0
W01001297,2.2494376244368293,1780.0,9.0
W01001298,2.182210172940576,1764.0,9.0
W01001299,2.6743306024555817,1848.0,9.0
W01001300,2.840974359476335,1868.0,9.0
W01001301,2.8035762238931916,1865.0,9.0
W01001302,2.092559995982525,1739.0,9.0
W01001305,2.9500075715073577,1873.0,9.0
W01001306,3.047955091099203,1880.0,9.0
W01001307,3.2584331581245145,1891.0,9.0
W01001308,2.380629472524861,1803.0,9.0
W01001309,2.1352116655352478,1746.0,9.0
W01001310,2.598061343496081,1837.0,9.0
W01001311,2.1714171285280273,1759.0,9.0
W01001312,1.8568334147686711,1641.0,8.0
W01001313,1.9639812147775189,1686.0,8.0
W01001314,2.200322225694693,1767.0,9.0
W01001315,3.0696359746856188,1882.0,9.0
W01001317,2.2005072881311087,1768.0,9.0
W01001318,2.6867167312051117,1850.0,9.0
W01001319,2.075801397863188,1730.0,9.0
W01001320,1.7473462518386589,1597.0,8.0
